"GEO_ID","NAME","B27001B_001E","B27001B_001M","B27001B_001MA","B27001B_001EA","B27001B_002E","B27001B_002M","B27001B_002MA","B27001B_002EA","B27001B_003E","B27001B_003M","B27001B_003MA","B27001B_003EA","B27001B_004E","B27001B_004EA","B27001B_004M","B27001B_004MA","B27001B_005E","B27001B_005EA","B27001B_005M","B27001B_005MA","B27001B_006E","B27001B_006EA","B27001B_006M","B27001B_006MA","B27001B_007E","B27001B_007EA","B27001B_007M","B27001B_007MA","B27001B_008E","B27001B_008EA","B27001B_008M","B27001B_008MA","B27001B_009E","B27001B_009EA","B27001B_009M","B27001B_009MA","B27001B_010E","B27001B_010EA","B27001B_010M","B27001B_010MA","B27001B_011E","B27001B_011M","B27001B_011MA","B27001B_011EA","B27001B_012E","B27001B_012EA","B27001B_012M","B27001B_012MA","B27001B_013E","B27001B_013EA","B27001B_013M","B27001B_013MA","B27001B_014E","B27001B_014EA","B27001B_014M","B27001B_014MA","B27001B_015E","B27001B_015EA","B27001B_015M","B27001B_015MA","B27001B_016E","B27001B_016EA","B27001B_016M","B27001B_016MA","B27001B_017E","B27001B_017EA","B27001B_017M","B27001B_017MA","B27001B_018E","B27001B_018EA","B27001B_018M","B27001B_018MA","B27001B_019E","B27001B_019EA","B27001B_019M","B27001B_019MA","B27001B_020E","B27001B_020EA","B27001B_020M","B27001B_020MA","B27001B_021E","B27001B_021EA","B27001B_021M","B27001B_021MA","B27001B_022E","B27001B_022EA","B27001B_022M","B27001B_022MA","B27001B_023E","B27001B_023EA","B27001B_023M","B27001B_023MA","B27001B_024E","B27001B_024EA","B27001B_024M","B27001B_024MA","B27001B_025E","B27001B_025EA","B27001B_025M","B27001B_025MA","B27001B_026E","B27001B_026EA","B27001B_026M","B27001B_026MA","B27001B_027E","B27001B_027EA","B27001B_027M","B27001B_027MA","B27001B_028E","B27001B_028EA","B27001B_028M","B27001B_028MA",
"0500000US42081","Lycoming County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42085","Mercer County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42089","Monroe County, Pennsylvania","24412","1677","null","null","1348","385","null","null","1348","385","null","null","0","null","182","null","4741","null","582","null","4696","null","584","null","45","null","81","null","4028","null","772","null","4028","null","772","null","0","null","182","null","1772","857","null","null","1650","null","893","null","122","null","225","null","2663","null","1455","null","2663","null","1455","null","0","null","182","null","3170","null","1029","null","2467","null","943","null","703","null","902","null","3904","null","388","null","3693","null","492","null","211","null","322","null","1744","null","795","null","1744","null","795","null","0","null","182","null","1042","null","617","null","1042","null","617","null","0","null","182","null",
"0500000US42091","Montgomery County, Pennsylvania","74034","2887","null","null","5925","1065","null","null","5835","1083","null","null","90","null","148","null","15103","null","1334","null","14993","null","1355","null","110","null","195","null","6331","null","991","null","5765","null","1053","null","566","null","588","null","9508","870","null","null","8487","null","1030","null","1021","null","644","null","9797","null","706","null","8722","null","1030","null","1075","null","818","null","10110","null","715","null","9408","null","827","null","702","null","438","null","8053","null","543","null","7604","null","639","null","449","null","375","null","5098","null","603","null","5051","null","612","null","47","null","82","null","4109","null","337","null","3949","null","396","null","160","null","243","null",
"0500000US42095","Northampton County, Pennsylvania","18042","1908","null","null","1232","795","null","null","1232","795","null","null","0","null","182","null","3682","null","1275","null","3640","null","1267","null","42","null","77","null","2324","null","702","null","2069","null","679","null","255","null","293","null","2411","1241","null","null","2411","null","1241","null","0","null","182","null","2493","null","831","null","2440","null","821","null","53","null","96","null","2500","null","922","null","2044","null","670","null","456","null","697","null","1907","null","332","null","1521","null","440","null","386","null","406","null","729","null","311","null","729","null","311","null","0","null","182","null","764","null","230","null","764","null","230","null","0","null","182","null",
"0500000US42097","Northumberland County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42101","Philadelphia County, Pennsylvania","650379","7394","null","null","53544","3865","null","null","51830","3909","null","null","1714","null","1118","null","117993","null","4162","null","113619","null","4702","null","4374","null","2366","null","64132","null","3734","null","57901","null","3863","null","6231","null","1771","null","96942","3939","null","null","84389","null","4550","null","12553","null","3619","null","75543","null","2154","null","69719","null","2448","null","5824","null","1795","null","76433","null","1575","null","69042","null","2805","null","7391","null","2448","null","80028","null","1155","null","74847","null","2018","null","5181","null","1693","null","50885","null","926","null","49986","null","985","null","899","null","755","null","34879","null","971","null","34683","null","997","null","196","null","193","null",
"0500000US42107","Schuylkill County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42111","Somerset County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42125","Washington County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42129","Westmoreland County, Pennsylvania","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US42133","York County, Pennsylvania","24584","2011","null","null","1492","741","null","null","1492","741","null","null","0","null","182","null","4853","null","1223","null","4699","null","1250","null","154","null","242","null","2734","null","697","null","2342","null","668","null","392","null","329","null","3611","849","null","null","3237","null","942","null","374","null","364","null","3431","null","869","null","3260","null","871","null","171","null","223","null","3324","null","661","null","3292","null","660","null","32","null","58","null","2858","null","135","null","2482","null","308","null","376","null","306","null","1844","null","379","null","1844","null","379","null","0","null","182","null","437","null","299","null","437","null","299","null","0","null","182","null",
"0500000US44003","Kent County, Rhode Island","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US44005","Newport County, Rhode Island","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US44007","Providence County, Rhode Island","69497","5996","null","null","5091","1186","null","null","4664","1261","null","null","427","null","501","null","12758","null","2231","null","12261","null","2335","null","497","null","455","null","10160","null","1399","null","9089","null","1465","null","1071","null","952","null","12058","3112","null","null","9902","null","1665","null","2156","null","2013","null","9575","null","1001","null","8433","null","1119","null","1142","null","901","null","7672","null","818","null","6349","null","935","null","1323","null","743","null","6763","null","639","null","6690","null","631","null","73","null","118","null","4241","null","761","null","3920","null","760","null","321","null","341","null","1179","null","408","null","1179","null","408","null","0","null","222","null",
"0500000US44009","Washington County, Rhode Island","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US45003","Aiken County, South Carolina","44568","2317","null","null","3118","183","null","null","3011","253","null","null","107","null","179","null","9961","null","1511","null","9726","null","1583","null","235","null","291","null","4008","null","1838","null","2330","null","1311","null","1678","null","1062","null","5133","1653","null","null","4009","null","1484","null","1124","null","849","null","5194","null","1021","null","4778","null","1008","null","416","null","587","null","5338","null","1212","null","4386","null","1075","null","952","null","827","null","5730","null","27","null","5051","null","591","null","679","null","590","null","4145","null","382","null","4145","null","382","null","0","null","218","null","1941","null","461","null","1941","null","461","null","0","null","218","null",
"0500000US45007","Anderson County, South Carolina","29565","1555","null","null","2353","615","null","null","2068","706","null","null","285","null","445","null","4240","null","1579","null","3612","null","1518","null","628","null","639","null","3620","null","1057","null","1206","null","899","null","2414","null","1622","null","3179","713","null","null","2184","null","600","null","995","null","535","null","4223","null","492","null","3585","null","739","null","638","null","514","null","3733","null","521","null","3636","null","524","null","97","null","130","null","3952","null","219","null","3892","null","223","null","60","null","73","null","2672","null","519","null","2439","null","469","null","233","null","431","null","1593","null","514","null","1593","null","514","null","0","null","218","null",
"0500000US45013","Beaufort County, South Carolina","31615","1597","null","null","2221","139","null","null","2221","139","null","null","0","null","218","null","6796","null","1298","null","6796","null","1298","null","0","null","218","null","2879","null","1106","null","2063","null","842","null","816","null","700","null","3126","1408","null","null","2667","null","1410","null","459","null","583","null","3796","null","1150","null","3007","null","937","null","789","null","773","null","3725","null","1263","null","3725","null","1263","null","0","null","218","null","4222","null","377","null","3884","null","599","null","338","null","482","null","3041","null","467","null","3041","null","467","null","0","null","218","null","1809","null","444","null","1809","null","444","null","0","null","218","null",
"0500000US45015","Berkeley County, South Carolina","54116","1750","null","null","3415","912","null","null","3325","909","null","null","90","null","154","null","10661","null","1456","null","10661","null","1456","null","0","null","218","null","5197","null","975","null","4613","null","938","null","584","null","536","null","7291","635","null","null","6869","null","711","null","422","null","344","null","7398","null","270","null","4896","null","1173","null","2502","null","1180","null","6815","null","367","null","5694","null","782","null","1121","null","714","null","6512","null","420","null","6112","null","485","null","400","null","347","null","4377","null","110","null","4185","null","280","null","192","null","244","null","2450","null","186","null","2450","null","186","null","0","null","218","null",
"0500000US45019","Charleston County, South Carolina","99258","3444","null","null","7534","1649","null","null","6436","1559","null","null","1098","null","808","null","16135","null","2220","null","15222","null","2503","null","913","null","1214","null","10224","null","1396","null","7470","null","1839","null","2754","null","1220","null","12917","1525","null","null","9821","null","1690","null","3096","null","1405","null","10727","null","1239","null","9171","null","1213","null","1556","null","899","null","10287","null","789","null","8052","null","1132","null","2235","null","848","null","14495","null","689","null","12077","null","1004","null","2418","null","822","null","10655","null","397","null","10655","null","397","null","0","null","218","null","6284","null","112","null","6264","null","115","null","20","null","33","null",
"0500000US45031","Darlington County, South Carolina","27452","1318","null","null","2080","367","null","null","2080","367","null","null","0","null","218","null","5409","null","894","null","5135","null","902","null","274","null","307","null","3501","null","792","null","1825","null","825","null","1676","null","833","null","3407","1171","null","null","3230","null","1119","null","177","null","263","null","2827","null","770","null","2222","null","777","null","605","null","516","null","3016","null","1132","null","2438","null","1116","null","578","null","524","null","3691","null","259","null","3168","null","498","null","523","null","436","null","2040","null","884","null","2040","null","884","null","0","null","218","null","1481","null","421","null","1481","null","421","null","0","null","218","null",
"0500000US45035","Dorchester County, South Carolina","37538","3983","null","null","2367","995","null","null","1967","964","null","null","400","null","488","null","6202","null","1538","null","5950","null","1409","null","252","null","393","null","3893","null","807","null","2931","null","903","null","962","null","745","null","5035","1495","null","null","4349","null","1442","null","686","null","554","null","6351","null","1044","null","4901","null","1325","null","1450","null","1016","null","3997","null","1223","null","3509","null","1353","null","488","null","521","null","4852","null","202","null","4279","null","446","null","573","null","392","null","3600","null","708","null","3600","null","708","null","0","null","218","null","1241","null","709","null","1207","null","710","null","34","null","69","null",
"0500000US45041","Florence County, South Carolina","59851","878","null","null","5133","762","null","null","5105","772","null","null","28","null","47","null","11276","null","943","null","11025","null","1000","null","251","null","300","null","6127","null","560","null","4166","null","976","null","1961","null","855","null","7739","417","null","null","5893","null","1070","null","1846","null","1084","null","7177","null","236","null","5733","null","1061","null","1444","null","1047","null","6832","null","323","null","5378","null","725","null","1454","null","708","null","7290","null","202","null","6927","null","334","null","363","null","266","null","5489","null","120","null","5489","null","120","null","0","null","218","null","2788","null","175","null","2788","null","175","null","0","null","218","null",
"0500000US45045","Greenville County, South Carolina","88322","2831","null","null","6314","975","null","null","6252","980","null","null","62","null","104","null","15181","null","1994","null","14490","null","2100","null","691","null","650","null","9978","null","1226","null","8381","null","1320","null","1597","null","728","null","12837","1063","null","null","10890","null","1298","null","1947","null","999","null","10852","null","1210","null","8160","null","1648","null","2692","null","1577","null","12019","null","246","null","9702","null","941","null","2317","null","887","null","10612","null","581","null","9330","null","795","null","1282","null","633","null","6865","null","235","null","6865","null","235","null","0","null","218","null","3664","null","247","null","3664","null","247","null","0","null","218","null",
"0500000US45047","Greenwood County, South Carolina","22801","639","null","null","1876","261","null","null","1876","261","null","null","0","null","218","null","4346","null","623","null","4053","null","659","null","293","null","283","null","1969","null","810","null","1699","null","776","null","270","null","293","null","3295","841","null","null","2839","null","947","null","456","null","419","null","3683","null","961","null","2845","null","1029","null","838","null","662","null","2040","null","946","null","1734","null","898","null","306","null","367","null","2261","null","420","null","1850","null","630","null","411","null","384","null","2404","null","676","null","2404","null","676","null","0","null","218","null","927","null","477","null","927","null","477","null","0","null","218","null",
"0500000US45051","Horry County, South Carolina","44336","1978","null","null","3004","754","null","null","3004","754","null","null","0","null","218","null","7531","null","1498","null","7531","null","1498","null","0","null","218","null","5375","null","819","null","3967","null","1139","null","1408","null","826","null","5352","1138","null","null","2548","null","793","null","2804","null","1354","null","6715","null","1125","null","4692","null","1297","null","2023","null","920","null","5333","null","517","null","4088","null","737","null","1245","null","614","null","5574","null","218","null","3779","null","1062","null","1795","null","1062","null","3798","null","588","null","3798","null","588","null","0","null","218","null","1654","null","600","null","1654","null","600","null","0","null","218","null",
"0500000US45055","Kershaw County, South Carolina","18067","1682","null","null","1557","899","null","null","1557","899","null","null","0","null","218","null","3474","null","832","null","3110","null","849","null","364","null","360","null","1025","null","845","null","889","null","809","null","136","null","272","null","2009","793","null","null","1177","null","718","null","832","null","999","null","2373","null","859","null","1834","null","811","null","539","null","575","null","2063","null","896","null","1972","null","897","null","91","null","120","null","2685","null","151","null","2565","null","197","null","120","null","164","null","2138","null","586","null","2138","null","586","null","0","null","218","null","743","null","541","null","743","null","541","null","0","null","218","null",
"0500000US45057","Lancaster County, South Carolina","18620","2089","null","null","1173","591","null","null","1173","591","null","null","0","null","218","null","2477","null","1397","null","2477","null","1397","null","0","null","218","null","1906","null","923","null","1667","null","957","null","239","null","381","null","1851","788","null","null","1851","null","788","null","0","null","218","null","2506","null","1538","null","1593","null","1105","null","913","null","1065","null","3253","null","1592","null","2259","null","1025","null","994","null","865","null","2526","null","296","null","1918","null","519","null","608","null","486","null","1580","null","520","null","1580","null","520","null","0","null","218","null","1348","null","533","null","1348","null","533","null","0","null","218","null",
"0500000US45059","Laurens County, South Carolina","14452","1415","null","null","518","667","null","null","518","667","null","null","0","null","218","null","2638","null","945","null","2215","null","1013","null","423","null","687","null","564","null","402","null","373","null","261","null","191","null","316","null","1940","472","null","null","1394","null","547","null","546","null","510","null","1740","null","803","null","1516","null","796","null","224","null","265","null","2545","null","757","null","2343","null","705","null","202","null","301","null","2229","null","144","null","2023","null","239","null","206","null","207","null","1246","null","459","null","1246","null","459","null","0","null","218","null","1032","null","407","null","1032","null","407","null","0","null","218","null",
"0500000US45063","Lexington County, South Carolina","43406","1462","null","null","3124","725","null","null","3087","728","null","null","37","null","69","null","9131","null","1054","null","8982","null","1069","null","149","null","181","null","3121","null","786","null","2631","null","853","null","490","null","508","null","7226","523","null","null","5931","null","830","null","1295","null","761","null","6707","null","774","null","6026","null","835","null","681","null","509","null","5100","null","691","null","4809","null","718","null","291","null","221","null","5080","null","249","null","4477","null","569","null","603","null","498","null","2423","null","462","null","2377","null","469","null","46","null","81","null","1494","null","446","null","1494","null","446","null","0","null","218","null",
"0500000US45073","Oconee County, South Carolina","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US45075","Orangeburg County, South Carolina","52792","1558","null","null","3753","771","null","null","3668","799","null","null","85","null","156","null","8580","null","1137","null","8422","null","1134","null","158","null","264","null","7413","null","804","null","5872","null","1051","null","1541","null","693","null","5599","607","null","null","4683","null","719","null","916","null","428","null","5476","null","229","null","3969","null","720","null","1507","null","725","null","6025","null","72","null","5076","null","489","null","949","null","489","null","6976","null","224","null","5897","null","627","null","1079","null","567","null","5634","null","145","null","5594","null","158","null","40","null","75","null","3336","null","168","null","3301","null","175","null","35","null","62","null",
"0500000US45077","Pickens County, South Carolina","9352","458","null","null","676","465","null","null","676","465","null","null","0","null","218","null","1300","null","314","null","1300","null","314","null","0","null","218","null","1631","null","553","null","1431","null","539","null","200","null","339","null","1520","759","null","null","1124","null","640","null","396","null","291","null","1010","null","476","null","910","null","440","null","100","null","163","null","1174","null","430","null","750","null","459","null","424","null","290","null","628","null","456","null","561","null","418","null","67","null","104","null","926","null","624","null","926","null","624","null","0","null","218","null","487","null","402","null","487","null","402","null","0","null","218","null",
"0500000US45079","Richland County, South Carolina","191390","2748","null","null","13947","965","null","null","13050","1366","null","null","897","null","885","null","35093","null","1698","null","33151","null","2024","null","1942","null","1095","null","24771","null","2205","null","20649","null","2433","null","4122","null","1378","null","25361","1750","null","null","21911","null","2037","null","3450","null","1211","null","24198","null","1315","null","19571","null","1455","null","4627","null","1589","null","23653","null","490","null","20578","null","1270","null","3075","null","1092","null","23170","null","161","null","20125","null","1042","null","3045","null","1026","null","14449","null","607","null","14321","null","645","null","128","null","207","null","6748","null","254","null","6748","null","254","null","0","null","218","null",
"0500000US45083","Spartanburg County, South Carolina","64168","1565","null","null","4911","1031","null","null","4866","1030","null","null","45","null","76","null","12296","null","994","null","11866","null","1059","null","430","null","303","null","6516","null","864","null","5969","null","929","null","547","null","426","null","9662","600","null","null","8161","null","909","null","1501","null","878","null","8139","null","929","null","7482","null","994","null","657","null","585","null","7306","null","828","null","6253","null","1239","null","1053","null","878","null","7412","null","270","null","6647","null","461","null","765","null","402","null","5134","null","128","null","5134","null","128","null","0","null","218","null","2792","null","218","null","2792","null","218","null","0","null","218","null",
"0500000US45085","Sumter County, South Carolina","48789","2028","null","null","3747","544","null","null","3747","544","null","null","0","null","218","null","9436","null","1072","null","9436","null","1072","null","0","null","218","null","5673","null","805","null","4917","null","843","null","756","null","587","null","4372","892","null","null","3549","null","1073","null","823","null","767","null","6047","null","654","null","5036","null","856","null","1011","null","640","null","5009","null","591","null","4213","null","745","null","796","null","419","null","6532","null","112","null","5858","null","333","null","674","null","335","null","5050","null","192","null","5050","null","192","null","0","null","218","null","2923","null","200","null","2916","null","200","null","7","null","15","null",
"0500000US45091","York County, South Carolina","53129","1401","null","null","4071","736","null","null","3882","835","null","null","189","null","311","null","10743","null","1316","null","10621","null","1296","null","122","null","222","null","5351","null","823","null","4010","null","811","null","1341","null","782","null","7223","721","null","null","6207","null","911","null","1016","null","587","null","7456","null","166","null","6471","null","844","null","985","null","849","null","7063","null","115","null","6988","null","171","null","75","null","124","null","5763","null","226","null","5039","null","477","null","724","null","431","null","3917","null","169","null","3917","null","169","null","0","null","218","null","1542","null","175","null","1542","null","175","null","0","null","218","null",
"0500000US46099","Minnehaha County, South Dakota","11910","1095","null","null","811","699","null","null","421","334","null","null","390","null","595","null","3961","null","1202","null","3059","null","1238","null","902","null","1089","null","1143","null","522","null","634","null","455","null","509","null","533","null","1435","688","null","null","1034","null","581","null","401","null","339","null","1890","null","629","null","1609","null","581","null","281","null","307","null","1961","null","731","null","1961","null","731","null","0","null","167","null","403","null","265","null","357","null","254","null","46","null","86","null","220","null","170","null","201","null","172","null","19","null","38","null","86","null","109","null","0","null","167","null","86","null","109","null",
"0500000US46103","Pennington County, South Dakota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47001","Anderson County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47009","Blount County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47011","Bradley County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47037","Davidson County, Tennessee","182456","3136","null","null","15677","1399","null","null","15461","1381","null","null","216","null","317","null","32966","null","2170","null","32537","null","2164","null","429","null","284","null","20056","null","1687","null","17731","null","1768","null","2325","null","690","null","28769","1823","null","null","23365","null","2243","null","5404","null","1953","null","23318","null","1225","null","21262","null","1383","null","2056","null","1232","null","21699","null","519","null","18632","null","1425","null","3067","null","1340","null","21075","null","496","null","19127","null","870","null","1948","null","736","null","12559","null","305","null","12183","null","519","null","376","null","415","null","6337","null","303","null","5943","null","644","null","394","null","600","null",
"0500000US47059","Greene County, Tennessee","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US47065","Hamilton County, Tennessee","66568","3369","null","null","5120","822","null","null","5035","857","null","null","85","null","145","null","11916","null","1968","null","11274","null","1840","null","642","null","600","null","6728","null","1016","null","5820","null","1149","null","908","null","739","null","9097","1499","null","null","7412","null","1624","null","1685","null","801","null","7941","null","554","null","6446","null","934","null","1495","null","830","null","7931","null","487","null","6501","null","926","null","1430","null","804","null","8564","null","447","null","7273","null","692","null","1291","null","577","null","6105","null","355","null","6105","null","355","null","0","null","216","null","3166","null","553","null","3166","null","553","null","0","null","216","null",
"0500000US47093","Knox County, Tennessee","37938","2126","null","null","2552","871","null","null","2552","871","null","null","0","null","216","null","6676","null","1071","null","6318","null","1023","null","358","null","437","null","5715","null","645","null","4908","null","942","null","807","null","716","null","4921","777","null","null","3770","null","826","null","1151","null","548","null","5292","null","895","null","5047","null","918","null","245","null","275","null","3988","null","816","null","3005","null","947","null","983","null","509","null","4670","null","154","null","3885","null","416","null","785","null","387","null","2696","null","388","null","2696","null","388","null","0","null","216","null","1428","null","217","null","1373","null","237","null","55","null","89","null",
"0500000US47113","Madison County, Tennessee","36173","902","null","null","2627","499","null","null","2614","501","null","null","13","null","23","null","6960","null","580","null","6933","null","580","null","27","null","45","null","5175","null","754","null","4441","null","912","null","734","null","488","null","4165","993","null","null","2919","null","844","null","1246","null","685","null","4209","null","659","null","3465","null","845","null","744","null","586","null","4487","null","61","null","3863","null","520","null","624","null","496","null","4173","null","374","null","3987","null","371","null","186","null","159","null","3012","null","316","null","2980","null","324","null","32","null","56","null","1365","null","301","null","1365","null","301","null","0","null","216","null",
"0500000US47119","Maury County, Tennessee","12009","1087","null","null","2013","1228","null","null","2013","1228","null","null","0","null","216","null","1570","null","1161","null","1570","null","1161","null","0","null","216","null","1087","null","557","null","721","null","343","null","366","null","401","null","1864","946","null","null","1707","null","940","null","157","null","227","null","668","null","544","null","639","null","537","null","29","null","53","null","1829","null","661","null","1608","null","648","null","221","null","304","null","1436","null","548","null","1436","null","548","null","0","null","216","null","1004","null","569","null","1004","null","569","null","0","null","216","null","538","null","400","null","538","null","400","null","0","null","216","null",
