"GEO_ID","NAME","B27001H_001E","B27001H_001EA","B27001H_001M","B27001H_001MA","B27001H_002E","B27001H_002EA","B27001H_002M","B27001H_002MA","B27001H_003E","B27001H_003EA","B27001H_003M","B27001H_003MA","B27001H_004E","B27001H_004EA","B27001H_004M","B27001H_004MA","B27001H_005E","B27001H_005EA","B27001H_005M","B27001H_005MA","B27001H_006E","B27001H_006EA","B27001H_006M","B27001H_006MA","B27001H_007E","B27001H_007EA","B27001H_007M","B27001H_007MA","B27001H_008E","B27001H_008M","B27001H_008MA","B27001H_008EA","B27001H_009E","B27001H_009EA","B27001H_009M","B27001H_009MA","B27001H_010E","B27001H_010EA","B27001H_010M","B27001H_010MA","B27001H_011E","B27001H_011EA","B27001H_011M","B27001H_011MA","B27001H_012E","B27001H_012EA","B27001H_012M","B27001H_012MA","B27001H_013E","B27001H_013EA","B27001H_013M","B27001H_013MA","B27001H_014E","B27001H_014EA","B27001H_014M","B27001H_014MA","B27001H_015E","B27001H_015EA","B27001H_015M","B27001H_015MA","B27001H_016E","B27001H_016EA","B27001H_016M","B27001H_016MA","B27001H_017E","B27001H_017EA","B27001H_017M","B27001H_017MA","B27001H_018E","B27001H_018EA","B27001H_018M","B27001H_018MA","B27001H_019E","B27001H_019M","B27001H_019MA","B27001H_019EA","B27001H_020E","B27001H_020EA","B27001H_020M","B27001H_020MA","B27001H_021E","B27001H_021EA","B27001H_021M","B27001H_021MA","B27001H_022E","B27001H_022EA","B27001H_022M","B27001H_022MA","B27001H_023E","B27001H_023EA","B27001H_023M","B27001H_023MA","B27001H_024E","B27001H_024EA","B27001H_024M","B27001H_024MA","B27001H_025E","B27001H_025EA","B27001H_025M","B27001H_025MA","B27001H_026E","B27001H_026EA","B27001H_026M","B27001H_026MA","B27001H_027E","B27001H_027EA","B27001H_027M","B27001H_027MA","B27001H_028E","B27001H_028EA","B27001H_028M","B27001H_028MA",
"0500000US24037","St. Mary's County, Maryland","81262","null","991","null","5363","null","391","null","5275","null","399","null","88","null","144","null","13721","null","522","null","13499","null","534","null","222","null","205","null","7089","682","null","null","6526","null","743","null","563","null","479","null","10123","null","508","null","9874","null","547","null","249","null","254","null","9915","null","377","null","9588","null","443","null","327","null","297","null","11257","null","300","null","10930","null","383","null","327","257","null","null","11864","null","210","null","11473","null","314","null","391","null","314","null","7048","null","275","null","6946","null","301","null","102","null","123","null","4882","null","158","null","4882","null","158","null","0","null","210","null",
"0500000US24043","Washington County, Maryland","114345","null","699","null","6372","null","376","null","5806","null","413","null","566","null","483","null","16975","null","649","null","16497","null","925","null","478","null","428","null","8343","879","null","null","7982","null","877","null","361","null","297","null","12089","null","651","null","10833","null","668","null","1256","null","657","null","13222","null","217","null","11881","null","825","null","1341","null","772","null","16165","null","251","null","15500","null","488","null","665","414","null","null","17700","null","169","null","16799","null","446","null","901","null","423","null","13562","null","125","null","13562","null","125","null","0","null","210","null","9917","null","327","null","9917","null","327","null","0","null","210","null",
"0500000US24045","Wicomico County, Maryland","63322","null","620","null","3783","null","435","null","3783","null","435","null","0","null","210","null","8063","null","582","null","8063","null","582","null","0","null","210","null","10039","977","null","null","9629","null","1044","null","410","null","357","null","5961","null","776","null","5002","null","789","null","959","null","654","null","6583","null","104","null","6049","null","376","null","534","null","367","null","7481","null","210","null","7166","null","233","null","315","233","null","null","8852","null","188","null","8265","null","484","null","587","null","449","null","7409","null","41","null","7409","null","41","null","0","null","210","null","5151","null","189","null","5151","null","189","null","0","null","210","null",
"0500000US24510","Baltimore city, Maryland","159939","null","1470","null","9387","null","536","null","9283","null","555","null","104","null","176","null","13355","null","715","null","12890","null","828","null","465","null","398","null","14299","830","null","null","13811","null","819","null","488","null","271","null","37113","null","951","null","35721","null","1044","null","1392","null","580","null","22874","null","419","null","21772","null","652","null","1102","null","482","null","17505","null","236","null","16708","null","499","null","797","446","null","null","19365","null","476","null","18075","null","683","null","1290","null","541","null","15713","null","186","null","15633","null","238","null","80","null","144","null","10328","null","247","null","10328","null","247","null","0","null","210","null",
"0500000US25001","Barnstable County, Massachusetts","186721","null","1411","null","6741","null","505","null","6741","null","505","null","0","null","216","null","19865","null","835","null","19330","null","973","null","535","null","440","null","11685","911","null","null","11443","null","923","null","242","null","249","null","13573","null","848","null","12928","null","886","null","645","null","461","null","14922","null","496","null","14123","null","657","null","799","null","465","null","21582","null","201","null","20754","null","442","null","828","401","null","null","34885","null","214","null","33762","null","570","null","1123","null","569","null","36655","null","202","null","36456","null","299","null","199","null","197","null","26813","null","327","null","26813","null","327","null","0","null","216","null",
"0500000US25003","Berkshire County, Massachusetts","107809","null","432","null","4723","null","476","null","4723","null","476","null","0","null","216","null","12140","null","684","null","11975","null","776","null","165","null","231","null","8847","813","null","null","8790","null","795","null","57","null","93","null","10089","null","605","null","9799","null","710","null","290","null","325","null","11197","null","216","null","10730","null","408","null","467","null","408","null","13972","null","194","null","13382","null","454","null","590","420","null","null","18724","null","195","null","18312","null","390","null","412","null","335","null","16103","null","145","null","16087","null","148","null","16","null","26","null","12014","null","260","null","12014","null","260","null","0","null","216","null",
"0500000US25005","Bristol County, Massachusetts","449016","null","3081","null","24219","null","1292","null","23466","null","1296","null","753","null","693","null","59174","null","1985","null","58195","null","2134","null","979","null","685","null","39177","1695","null","null","37986","null","1712","null","1191","null","644","null","49558","null","1587","null","46675","null","1991","null","2883","null","1095","null","53391","null","725","null","50259","null","1464","null","3132","null","1350","null","65982","null","531","null","64828","null","778","null","1154","593","null","null","70812","null","652","null","69079","null","928","null","1733","null","692","null","50907","null","367","null","50870","null","373","null","37","null","65","null","35796","null","745","null","35796","null","745","null","0","null","216","null",
"0500000US25009","Essex County, Massachusetts","536148","null","1780","null","26459","null","1150","null","26403","null","1127","null","56","null","100","null","70845","null","1476","null","69464","null","1642","null","1381","null","771","null","41271","1455","null","null","39991","null","1678","null","1280","null","820","null","53744","null","1433","null","50706","null","1721","null","3038","null","1192","null","59362","null","521","null","58052","null","1207","null","1310","null","808","null","75668","null","469","null","73392","null","1090","null","2276","992","null","null","92268","null","418","null","90310","null","1158","null","1958","null","1075","null","68041","null","333","null","68041","null","333","null","0","null","216","null","48490","null","554","null","48490","null","554","null","0","null","216","null",
"0500000US25011","Franklin County, Massachusetts","62880","null","364","null","2680","null","220","null","2618","null","236","null","62","null","109","null","7782","null","352","null","7782","null","352","null","0","null","216","null","4168","386","null","null","4057","null","367","null","111","null","128","null","6305","null","354","null","5968","null","413","null","337","null","243","null","7345","null","78","null","7040","null","292","null","305","null","280","null","8187","null","39","null","7822","null","372","null","365","368","null","null","11131","null","106","null","10965","null","168","null","166","null","130","null","9653","null","139","null","9653","null","139","null","0","null","216","null","5629","null","112","null","5629","null","112","null","0","null","216","null",
"0500000US25013","Hampden County, Massachusetts","282174","null","975","null","14253","null","1080","null","13766","null","1156","null","487","null","363","null","35036","null","1271","null","34449","null","1334","null","587","null","452","null","23691","1279","null","null","22539","null","1441","null","1152","null","598","null","29410","null","1086","null","26181","null","1475","null","3229","null","1042","null","30854","null","442","null","29040","null","973","null","1814","null","869","null","38103","null","61","null","36543","null","711","null","1560","706","null","null","48013","null","327","null","46732","null","645","null","1281","null","530","null","36375","null","298","null","36287","null","334","null","88","null","141","null","26439","null","558","null","26393","null","564","null","46","null","75","null",
"0500000US25015","Hampshire County, Massachusetts","132413","null","555","null","4861","null","366","null","4598","null","398","null","263","null","317","null","17159","null","833","null","16739","null","823","null","420","null","314","null","23730","856","null","null","22540","null","916","null","1190","null","492","null","12601","null","378","null","12034","null","574","null","567","null","369","null","12967","null","129","null","12617","null","253","null","350","null","232","null","15426","null","98","null","15075","null","287","null","351","264","null","null","19230","null","178","null","18963","null","285","null","267","null","222","null","16404","null","176","null","16383","null","181","null","21","null","36","null","10035","null","245","null","10035","null","245","null","0","null","216","null",
"0500000US25017","Middlesex County, Massachusetts","1125616","null","3958","null","58530","null","1859","null","57914","null","1938","null","616","null","413","null","150300","null","2007","null","147962","null","2118","null","2338","null","832","null","105551","2510","null","null","100243","null","2900","null","5308","null","2629","null","138995","null","2299","null","134599","null","2541","null","4396","null","1204","null","137284","null","1098","null","132896","null","1666","null","4388","null","1414","null","153334","null","760","null","149545","null","1399","null","3789","1177","null","null","169654","null","790","null","166081","null","1443","null","3573","null","1214","null","120741","null","626","null","120028","null","819","null","713","null","492","null","91227","null","906","null","91140","null","936","null","87","null","145","null",
"0500000US25021","Norfolk County, Massachusetts","512661","null","2084","null","28273","null","990","null","28105","null","1034","null","168","null","205","null","76203","null","1616","null","75664","null","1567","null","539","null","354","null","43465","1762","null","null","42809","null","1725","null","656","null","397","null","53267","null","1384","null","52048","null","1470","null","1219","null","428","null","58657","null","440","null","57307","null","745","null","1350","null","628","null","71320","null","560","null","70613","null","691","null","707","427","null","null","79734","null","335","null","78070","null","979","null","1664","null","908","null","57457","null","208","null","57388","null","250","null","69","null","130","null","44285","null","809","null","44285","null","809","null","0","null","216","null",
"0500000US25023","Plymouth County, Massachusetts","409918","null","3692","null","22299","null","1196","null","21754","null","1307","null","545","null","446","null","62258","null","1877","null","61559","null","1891","null","699","null","574","null","32049","2043","null","null","31341","null","2089","null","708","null","563","null","37206","null","1411","null","34649","null","1642","null","2557","null","1060","null","44916","null","971","null","43800","null","1249","null","1116","null","798","null","60058","null","609","null","57983","null","1017","null","2075","945","null","null","66685","null","659","null","65839","null","728","null","846","null","410","null","50718","null","416","null","50718","null","416","null","0","null","216","null","33729","null","617","null","33647","null","637","null","82","null","140","null",
"0500000US25025","Suffolk County, Massachusetts","354151","null","2280","null","15014","null","848","null","15014","null","848","null","0","null","216","null","24528","null","1528","null","24528","null","1528","null","0","null","216","null","54488","2603","null","null","52002","null","2963","null","2486","null","1322","null","89473","null","2056","null","86720","null","2275","null","2753","null","899","null","44732","null","779","null","44050","null","910","null","682","null","424","null","35403","null","379","null","34400","null","955","null","1003","877","null","null","39546","null","441","null","38983","null","634","null","563","null","453","null","29097","null","410","null","29021","null","418","null","76","null","89","null","21870","null","569","null","21870","null","569","null","0","null","216","null",
"0500000US25027","Worcester County, Massachusetts","613312","null","3187","null","31433","null","1014","null","31172","null","1031","null","261","null","228","null","85308","null","1780","null","84185","null","1710","null","1123","null","621","null","56004","2214","null","null","54199","null","2070","null","1805","null","997","null","65853","null","2058","null","62189","null","2070","null","3664","null","1089","null","69492","null","604","null","65534","null","1422","null","3958","null","1439","null","87189","null","1574","null","84695","null","1729","null","2494","895","null","null","102116","null","327","null","98755","null","1310","null","3361","null","1339","null","68586","null","495","null","68231","null","627","null","355","null","385","null","47331","null","611","null","47267","null","595","null","64","null","105","null",
"0500000US26005","Allegan County, Michigan","103469","null","415","null","6566","null","412","null","5978","null","753","null","588","null","623","null","17763","null","465","null","17075","null","724","null","688","null","623","null","7085","519","null","null","6215","null","722","null","870","null","564","null","11159","null","441","null","10331","null","701","null","828","null","512","null","12273","null","198","null","10522","null","898","null","1751","null","886","null","13407","null","183","null","12667","null","494","null","740","459","null","null","16204","null","103","null","14977","null","595","null","1227","null","594","null","11564","null","72","null","11564","null","72","null","0","null","175","null","7448","null","93","null","7448","null","93","null","0","null","175","null",
"0500000US26017","Bay County, Michigan","91850","null","343","null","5192","null","538","null","4956","null","601","null","236","null","264","null","12877","null","623","null","12574","null","604","null","303","null","256","null","6664","610","null","null","6481","null","588","null","183","null","188","null","9982","null","565","null","7819","null","781","null","2163","null","709","null","10451","null","147","null","9573","null","395","null","878","null","377","null","11870","null","175","null","11430","null","311","null","440","311","null","null","14785","null","175","null","14279","null","361","null","506","null","361","null","11663","null","129","null","11663","null","129","null","0","null","175","null","8366","null","262","null","8366","null","262","null","0","null","175","null",
"0500000US26021","Berrien County, Michigan","114041","null","395","null","6942","null","623","null","6709","null","617","null","233","null","166","null","15428","null","720","null","14523","null","815","null","905","null","427","null","7322","519","null","null","6585","null","623","null","737","null","442","null","11574","null","339","null","9936","null","799","null","1638","null","706","null","12766","null","59","null","11546","null","425","null","1220","null","419","null","14451","null","217","null","13422","null","534","null","1029","471","null","null","18665","null","77","null","17425","null","488","null","1240","null","500","null","15239","null","137","null","15239","null","137","null","0","null","175","null","11654","null","160","null","11654","null","160","null","0","null","175","null",
"0500000US26025","Calhoun County, Michigan","102392","null","504","null","6690","null","733","null","6258","null","578","null","432","null","366","null","15154","null","902","null","14884","null","887","null","270","null","208","null","7730","569","null","null","7063","null","651","null","667","null","279","null","11488","null","330","null","10554","null","514","null","934","null","375","null","11752","null","180","null","10410","null","515","null","1342","null","497","null","13084","null","274","null","12125","null","426","null","959","440","null","null","15559","null","93","null","14968","null","348","null","591","null","340","null","12069","null","149","null","12008","null","176","null","61","null","95","null","8866","null","217","null","8866","null","217","null","0","null","175","null",
"0500000US26037","Clinton County, Michigan","70833","null","331","null","4776","null","373","null","4480","null","470","null","296","null","261","null","10713","null","437","null","10354","null","551","null","359","null","298","null","5124","334","null","null","4430","null","441","null","694","null","466","null","8192","null","204","null","7377","null","419","null","815","null","365","null","8783","null","77","null","8443","null","259","null","340","null","247","null","9547","null","155","null","8834","null","452","null","713","427","null","null","10639","null","26","null","10152","null","274","null","487","null","269","null","7917","null","24","null","7917","null","24","null","0","null","175","null","5142","null","197","null","5142","null","197","null","0","null","175","null",
"0500000US26045","Eaton County, Michigan","90140","null","635","null","5894","null","536","null","5766","null","577","null","128","null","140","null","12588","null","638","null","11844","null","899","null","744","null","759","null","6605","505","null","null","6228","null","518","null","377","null","216","null","10261","null","385","null","9338","null","496","null","923","null","391","null","10508","null","189","null","9564","null","657","null","944","null","601","null","11592","null","175","null","10877","null","443","null","715","443","null","null","13744","null","150","null","13270","null","296","null","474","null","263","null","11222","null","72","null","11222","null","72","null","0","null","175","null","7726","null","188","null","7726","null","188","null","0","null","175","null",
"0500000US26049","Genesee County, Michigan","291742","null","957","null","17975","null","910","null","17011","null","1420","null","964","null","1289","null","42872","null","1004","null","42139","null","1035","null","733","null","338","null","23028","1380","null","null","20860","null","1126","null","2168","null","910","null","30744","null","1269","null","27450","null","1633","null","3294","null","1614","null","34118","null","322","null","31305","null","986","null","2813","null","906","null","39503","null","240","null","37023","null","903","null","2480","871","null","null","45216","null","183","null","43624","null","549","null","1592","null","547","null","33464","null","226","null","33250","null","318","null","214","null","228","null","24822","null","456","null","24822","null","456","null","0","null","175","null",
"0500000US26055","Grand Traverse County, Michigan","85603","null","340","null","5346","null","633","null","4971","null","745","null","375","null","296","null","11420","null","665","null","11312","null","692","null","108","null","179","null","6545","440","null","null","6084","null","514","null","461","null","313","null","9545","null","305","null","8900","null","587","null","645","null","467","null","10278","null","175","null","9368","null","539","null","910","null","539","null","10464","null","101","null","9556","null","484","null","908","469","null","null","13633","null","103","null","12845","null","470","null","788","null","450","null","11098","null","176","null","10981","null","245","null","117","null","173","null","7274","null","162","null","7274","null","162","null","0","null","175","null",
"0500000US26065","Ingham County, Michigan","200697","null","600","null","11410","null","556","null","11170","null","629","null","240","null","206","null","28167","null","955","null","27301","null","1011","null","866","null","484","null","33981","1401","null","null","32207","null","1376","null","1774","null","841","null","23606","null","931","null","21650","null","993","null","1956","null","601","null","22480","null","68","null","20752","null","1022","null","1728","null","1019","null","21907","null","75","null","20623","null","581","null","1284","577","null","null","25849","null","165","null","24557","null","655","null","1292","null","638","null","20316","null","235","null","20269","null","249","null","47","null","81","null","12981","null","351","null","12981","null","351","null","0","null","175","null",
"0500000US26073","Isabella County, Michigan","59118","null","280","null","3343","null","329","null","2848","null","474","null","495","null","360","null","8078","null","554","null","7672","null","687","null","406","null","278","null","14349","566","null","null","13165","null","603","null","1184","null","473","null","6041","null","361","null","4804","null","542","null","1237","null","522","null","6033","null","57","null","5410","null","293","null","623","null","282","null","5936","null","175","null","5526","null","192","null","410","192","null","null","6901","null","106","null","6600","null","237","null","301","null","234","null","4903","null","193","null","4890","null","194","null","13","null","21","null","3534","null","75","null","3534","null","75","null","0","null","175","null",
"0500000US26075","Jackson County, Michigan","129382","null","916","null","7705","null","459","null","7589","null","489","null","116","null","197","null","20274","null","583","null","19857","null","624","null","417","null","288","null","9321","776","null","null","8086","null","882","null","1235","null","553","null","14146","null","749","null","12333","null","1084","null","1813","null","765","null","14148","null","370","null","12860","null","743","null","1288","null","701","null","16734","null","359","null","15337","null","855","null","1397","749","null","null","20336","null","299","null","19246","null","651","null","1090","null","574","null","15764","null","165","null","15764","null","165","null","0","null","175","null","10954","null","293","null","10954","null","293","null","0","null","175","null",
"0500000US26077","Kalamazoo County, Michigan","202418","null","778","null","12326","null","669","null","12188","null","692","null","138","null","145","null","27786","null","981","null","27533","null","984","null","253","null","193","null","30558","1286","null","null","28040","null","1573","null","2518","null","1032","null","23130","null","1115","null","21093","null","1195","null","2037","null","705","null","23720","null","307","null","21617","null","833","null","2103","null","759","null","22988","null","54","null","22065","null","476","null","923","476","null","null","26115","null","34","null","24915","null","493","null","1200","null","492","null","20957","null","152","null","20799","null","275","null","158","null","229","null","14838","null","419","null","14838","null","419","null","0","null","175","null",
"0500000US26081","Kent County, Michigan","477529","null","1024","null","33292","null","1255","null","32897","null","1307","null","395","null","324","null","68977","null","1575","null","67884","null","1839","null","1093","null","765","null","41733","1849","null","null","39412","null","1703","null","2321","null","1098","null","68104","null","1511","null","62422","null","2109","null","5682","null","1364","null","61178","null","188","null","58340","null","1206","null","2838","null","1154","null","57648","null","133","null","54022","null","1198","null","3626","1188","null","null","67371","null","171","null","65269","null","764","null","2102","null","743","null","46848","null","400","null","46748","null","443","null","100","null","120","null","32378","null","479","null","32378","null","479","null","0","null","175","null",
"0500000US26087","Lapeer County, Michigan","79731","null","472","null","4779","null","344","null","4483","null","420","null","296","null","260","null","11555","null","440","null","11110","null","572","null","445","null","281","null","5927","439","null","null","5467","null","491","null","460","null","270","null","7634","null","356","null","6791","null","529","null","843","null","340","null","8776","null","175","null","8194","null","264","null","582","null","264","null","11534","null","153","null","10151","null","864","null","1383","865","null","null","13783","null","78","null","12894","null","426","null","889","null","415","null","9760","null","49","null","9727","null","76","null","33","null","56","null","5983","null","347","null","5983","null","347","null","0","null","175","null",
"0500000US26091","Lenawee County, Michigan","83215","null","545","null","5542","null","501","null","5406","null","531","null","136","null","134","null","11801","null","612","null","11196","null","627","null","605","null","416","null","6900","536","null","null","6320","null","588","null","580","null","297","null","8341","null","522","null","6988","null","689","null","1353","null","553","null","9505","null","206","null","8402","null","609","null","1103","null","579","null","10650","null","295","null","9600","null","595","null","1050","520","null","null","12887","null","140","null","11805","null","546","null","1082","null","526","null","10473","null","187","null","10473","null","187","null","0","null","175","null","7116","null","187","null","6972","null","299","null","144","null","236","null",
"0500000US26093","Livingston County, Michigan","179943","null","512","null","11072","null","619","null","10973","null","643","null","99","null","128","null","27948","null","637","null","27715","null","647","null","233","null","193","null","13512","689","null","null","11974","null","1000","null","1538","null","762","null","17797","null","593","null","15948","null","818","null","1849","null","796","null","20466","null","93","null","18944","null","660","null","1522","null","653","null","26248","null","192","null","24930","null","801","null","1318","750","null","null","29825","null","56","null","28710","null","507","null","1115","null","483","null","20427","null","95","null","20427","null","95","null","0","null","175","null","12648","null","425","null","12648","null","425","null","0","null","175","null",
"0500000US26099","Macomb County, Michigan","677109","null","1261","null","38841","null","1250","null","38330","null","1336","null","511","null","399","null","94403","null","1537","null","91937","null","2015","null","2466","null","1186","null","50967","1282","null","null","46438","null","1894","null","4529","null","1370","null","77505","null","1173","null","68623","null","1880","null","8882","null","1710","null","78783","null","255","null","71206","null","1712","null","7577","null","1678","null","94794","null","124","null","89382","null","1154","null","5412","1152","null","null","107267","null","378","null","101196","null","1480","null","6071","null","1430","null","76341","null","233","null","76109","null","327","null","232","null","252","null","58208","null","595","null","58208","null","595","null","0","null","175","null",
"0500000US26103","Marquette County, Michigan","59878","null","461","null","3321","null","332","null","3271","null","336","null","50","null","83","null","8350","null","486","null","8217","null","515","null","133","null","106","null","7986","357","null","null","7411","null","550","null","575","null","485","null","6456","null","163","null","5894","null","352","null","562","null","344","null","6640","null","136","null","6115","null","412","null","525","null","402","null","6305","null","158","null","5806","null","450","null","499","432","null","null","8536","null","115","null","7872","null","482","null","664","null","462","null","7430","null","190","null","7430","null","190","null","0","null","175","null","4854","null","212","null","4841","null","213","null","13","null","24","null",
"0500000US26111","Midland County, Michigan","75379","null","339","null","4606","null","339","null","4606","null","339","null","0","null","175","null","11704","null","396","null","11221","null","556","null","483","null","408","null","6071","542","null","null","5875","null","551","null","196","null","204","null","8101","null","514","null","7064","null","581","null","1037","null","586","null","8941","null","175","null","8462","null","245","null","479","null","245","null","9798","null","81","null","9725","null","117","null","73","89","null","null","11362","null","113","null","10561","null","467","null","801","null","451","null","8254","null","31","null","8254","null","31","null","0","null","175","null","6542","null","128","null","6542","null","128","null","0","null","175","null",
"0500000US26115","Monroe County, Michigan","136164","null","368","null","8281","null","622","null","7837","null","684","null","444","null","333","null","20453","null","777","null","19823","null","705","null","630","null","425","null","10105","682","null","null","9709","null","714","null","396","null","237","null","14297","null","555","null","13016","null","721","null","1281","null","704","null","15937","null","149","null","15243","null","350","null","694","null","315","null","18637","null","99","null","17995","null","329","null","642","294","null","null","21846","null","111","null","20732","null","514","null","1114","null","505","null","15870","null","122","null","15837","null","134","null","33","null","54","null","10738","null","180","null","10738","null","180","null","0","null","175","null",
"0500000US26121","Muskegon County, Michigan","130817","null","566","null","8895","null","786","null","8672","null","826","null","223","null","254","null","18618","null","904","null","18056","null","1042","null","562","null","447","null","9972","666","null","null","8638","null","742","null","1334","null","711","null","14334","null","606","null","12635","null","846","null","1699","null","714","null","15943","null","140","null","14352","null","683","null","1591","null","648","null","16080","null","194","null","14707","null","573","null","1373","571","null","null","20563","null","167","null","19238","null","575","null","1325","null","546","null","15927","null","83","null","15855","null","145","null","72","null","119","null","10485","null","232","null","10452","null","238","null","33","null","55","null",
"0500000US26125","Oakland County, Michigan","894182","null","1261","null","52294","null","1145","null","50935","null","1106","null","1359","null","731","null","127054","null","1563","null","123775","null","1789","null","3279","null","1275","null","68574","1830","null","null","64914","null","1880","null","3660","null","921","null","102403","null","1447","null","94441","null","1951","null","7962","null","1400","null","106071","null","336","null","98135","null","1843","null","7936","null","1888","null","123193","null","342","null","116900","null","1492","null","6293","1431","null","null","142118","null","144","null","136254","null","1163","null","5864","null","1141","null","101361","null","238","null","101020","null","383","null","341","null","292","null","71114","null","590","null","70998","null","612","null","116","null","142","null",
"0500000US26139","Ottawa County, Michigan","242385","null","384","null","15811","null","719","null","15603","null","755","null","208","null","211","null","42011","null","1062","null","40792","null","1325","null","1219","null","804","null","28043","1108","null","null","27439","null","1106","null","604","null","351","null","26156","null","850","null","24517","null","1311","null","1639","null","870","null","28636","null","150","null","27677","null","511","null","959","null","492","null","27759","null","151","null","26926","null","373","null","833","343","null","null","31805","null","122","null","30509","null","623","null","1296","null","644","null","24250","null","92","null","24250","null","92","null","0","null","175","null","17914","null","219","null","17914","null","219","null","0","null","175","null",
"0500000US26145","Saginaw County, Michigan","129758","null","519","null","7036","null","374","null","6837","null","478","null","199","null","286","null","17804","null","628","null","17714","null","637","null","90","null","81","null","10683","615","null","null","9932","null","666","null","751","null","319","null","13841","null","417","null","13145","null","493","null","696","null","287","null","14124","null","131","null","13438","null","359","null","686","null","321","null","16831","null","143","null","16182","null","360","null","649","357","null","null","20417","null","211","null","19199","null","663","null","1218","null","625","null","16057","null","169","null","16057","null","169","null","0","null","175","null","12965","null","328","null","12965","null","328","null","0","null","175","null",
"0500000US26147","St. Clair County, Michigan","143619","null","590","null","8190","null","512","null","8104","null","525","null","86","null","106","null","21442","null","651","null","21255","null","708","null","187","null","193","null","9850","586","null","null","8737","null","710","null","1113","null","615","null","14758","null","483","null","13220","null","769","null","1538","null","705","null","15879","null","200","null","15048","null","451","null","831","null","383","null","20677","null","99","null","19391","null","584","null","1286","568","null","null","23788","null","176","null","22465","null","387","null","1323","null","358","null","17402","null","88","null","17402","null","88","null","0","null","175","null","11633","null","289","null","11633","null","289","null","0","null","175","null",
"0500000US26155","Shiawassee County, Michigan","63596","null","288","null","3623","null","293","null","3580","null","304","null","43","null","70","null","10015","null","492","null","9854","null","515","null","161","null","161","null","5000","497","null","null","4611","null","578","null","389","null","226","null","6735","null","291","null","5665","null","500","null","1070","null","495","null","7199","null","175","null","7036","null","138","null","163","null","138","null","8650","null","175","null","8258","null","214","null","392","214","null","null","10056","null","37","null","9168","null","681","null","888","null","680","null","7445","null","32","null","7445","null","32","null","0","null","175","null","4873","null","258","null","4873","null","258","null","0","null","175","null",
"0500000US26159","Van Buren County, Michigan","60630","null","336","null","3481","null","143","null","3405","null","191","null","76","null","101","null","9594","null","327","null","9160","null","478","null","434","null","350","null","4111","431","null","null","4054","null","432","null","57","null","61","null","5875","null","356","null","5191","null","517","null","684","null","422","null","7057","null","180","null","6145","null","482","null","912","null","468","null","7744","null","76","null","6991","null","372","null","753","367","null","null","10198","null","23","null","9692","null","331","null","506","null","330","null","7758","null","138","null","7756","null","138","null","2","null","5","null","4812","null","160","null","4812","null","160","null","0","null","175","null",
"0500000US26161","Washtenaw County, Michigan","253755","null","1164","null","13275","null","578","null","13275","null","578","null","0","null","175","null","35056","null","1186","null","34472","null","1182","null","584","null","344","null","40901","1390","null","null","39344","null","1776","null","1557","null","806","null","31194","null","1033","null","29099","null","1176","null","2095","null","660","null","27932","null","431","null","26798","null","624","null","1134","null","510","null","29479","null","239","null","27872","null","579","null","1607","581","null","null","32520","null","199","null","31712","null","485","null","808","null","461","null","26454","null","181","null","26454","null","181","null","0","null","175","null","16944","null","297","null","16944","null","297","null","0","null","175","null",
"0500000US26163","Wayne County, Michigan","856743","null","1489","null","56733","null","1560","null","55436","null","1716","null","1297","null","693","null","122080","null","1818","null","118312","null","2126","null","3768","null","1199","null","69038","1982","null","null","62970","null","2353","null","6068","null","1469","null","103174","null","1716","null","92355","null","2119","null","10819","null","1734","null","99829","null","328","null","92409","null","1681","null","7420","null","1566","null","114393","null","222","null","108045","null","1436","null","6348","1412","null","null","131554","null","289","null","126488","null","1053","null","5066","null","1030","null","93683","null","388","null","93349","null","473","null","334","null","265","null","66259","null","725","null","66158","null","751","null","101","null","178","null",
"0500000US27003","Anoka County, Minnesota","282085","null","669","null","18580","null","787","null","18342","null","778","null","238","null","175","null","43132","null","1001","null","42483","null","1042","null","649","null","350","null","19649","1112","null","null","18122","null","1280","null","1527","null","734","null","30991","null","1040","null","28143","null","1650","null","2848","null","1166","null","36972","null","218","null","35280","null","715","null","1692","null","693","null","39675","null","79","null","38075","null","668","null","1600","657","null","null","45271","null","200","null","43508","null","586","null","1763","null","527","null","29083","null","87","null","29083","null","87","null","0","null","149","null","18732","null","358","null","18732","null","358","null","0","null","149","null",
"0500000US27013","Blue Earth County, Minnesota","58107","null","347","null","3626","null","334","null","3607","null","336","null","19","null","36","null","8935","null","572","null","8845","null","568","null","90","null","104","null","11356","720","null","null","11313","null","718","null","43","null","55","null","6457","null","588","null","5763","null","634","null","694","null","543","null","6540","null","208","null","5943","null","407","null","597","null","376","null","5642","null","149","null","5514","null","121","null","128","121","null","null","6757","null","81","null","6426","null","199","null","331","null","177","null","5121","null","111","null","5121","null","111","null","0","null","149","null","3673","null","190","null","3673","null","190","null","0","null","149","null",
"0500000US27019","Carver County, Minnesota","91952","null","560","null","6725","null","437","null","6685","null","437","null","40","null","66","null","17510","null","620","null","17280","null","701","null","230","null","301","null","6717","477","null","null","6591","null","496","null","126","null","134","null","8351","null","428","null","8020","null","506","null","331","null","297","null","12961","null","218","null","12655","null","340","null","306","null","255","null","13606","null","29","null","13401","null","190","null","205","190","null","null","13533","null","23","null","12642","null","807","null","891","null","808","null","7545","null","111","null","7478","null","153","null","67","null","108","null","5004","null","166","null","5004","null","166","null","0","null","149","null",
