"GEO_ID","NAME","B27001H_001E","B27001H_001EA","B27001H_001M","B27001H_001MA","B27001H_002E","B27001H_002EA","B27001H_002M","B27001H_002MA","B27001H_003E","B27001H_003EA","B27001H_003M","B27001H_003MA","B27001H_004E","B27001H_004EA","B27001H_004M","B27001H_004MA","B27001H_005E","B27001H_005EA","B27001H_005M","B27001H_005MA","B27001H_006E","B27001H_006EA","B27001H_006M","B27001H_006MA","B27001H_007E","B27001H_007EA","B27001H_007M","B27001H_007MA","B27001H_008E","B27001H_008M","B27001H_008MA","B27001H_008EA","B27001H_009E","B27001H_009EA","B27001H_009M","B27001H_009MA","B27001H_010E","B27001H_010EA","B27001H_010M","B27001H_010MA","B27001H_011E","B27001H_011EA","B27001H_011M","B27001H_011MA","B27001H_012E","B27001H_012EA","B27001H_012M","B27001H_012MA","B27001H_013E","B27001H_013EA","B27001H_013M","B27001H_013MA","B27001H_014E","B27001H_014EA","B27001H_014M","B27001H_014MA","B27001H_015E","B27001H_015EA","B27001H_015M","B27001H_015MA","B27001H_016E","B27001H_016EA","B27001H_016M","B27001H_016MA","B27001H_017E","B27001H_017EA","B27001H_017M","B27001H_017MA","B27001H_018E","B27001H_018EA","B27001H_018M","B27001H_018MA","B27001H_019E","B27001H_019M","B27001H_019MA","B27001H_019EA","B27001H_020E","B27001H_020EA","B27001H_020M","B27001H_020MA","B27001H_021E","B27001H_021EA","B27001H_021M","B27001H_021MA","B27001H_022E","B27001H_022EA","B27001H_022M","B27001H_022MA","B27001H_023E","B27001H_023EA","B27001H_023M","B27001H_023MA","B27001H_024E","B27001H_024EA","B27001H_024M","B27001H_024MA","B27001H_025E","B27001H_025EA","B27001H_025M","B27001H_025MA","B27001H_026E","B27001H_026EA","B27001H_026M","B27001H_026MA","B27001H_027E","B27001H_027EA","B27001H_027M","B27001H_027MA","B27001H_028E","B27001H_028EA","B27001H_028M","B27001H_028MA",
"0500000US51061","Fauquier County, Virginia","55894","null","314","null","3274","null","168","null","3154","null","255","null","120","null","203","null","9222","null","370","null","8857","null","396","null","365","null","356","null","4095","387","null","null","3846","null","551","null","249","null","274","null","5558","null","257","null","4579","null","482","null","979","null","447","null","6315","null","130","null","5781","null","419","null","534","null","389","null","8137","null","21","null","7143","null","616","null","994","617","null","null","9031","null","208","null","8555","null","244","null","476","null","244","null","6159","null","114","null","6159","null","114","null","0","null","208","null","4103","null","225","null","4103","null","225","null","0","null","208","null",
"0500000US51069","Frederick County, Virginia","72770","null","297","null","4500","null","426","null","4265","null","508","null","235","null","220","null","11233","null","589","null","10824","null","624","null","409","null","354","null","5006","765","null","null","4556","null","844","null","450","null","452","null","7421","null","610","null","6835","null","671","null","586","null","319","null","8654","null","83","null","7937","null","459","null","717","null","461","null","10087","null","208","null","9742","null","315","null","345","315","null","null","11006","null","49","null","10349","null","496","null","657","null","493","null","8538","null","208","null","8512","null","44","null","26","null","44","null","6325","null","129","null","6325","null","129","null","0","null","208","null",
"0500000US51085","Hanover County, Virginia","89145","null","754","null","4362","null","611","null","4272","null","606","null","90","null","145","null","15305","null","628","null","14816","null","829","null","489","null","500","null","7005","708","null","null","6276","null","852","null","729","null","474","null","7951","null","490","null","7005","null","716","null","946","null","740","null","10358","null","228","null","10066","null","336","null","292","null","258","null","12801","null","208","null","12546","null","220","null","255","220","null","null","14036","null","104","null","13259","null","513","null","777","null","500","null","10199","null","208","null","10199","null","208","null","0","null","208","null","7128","null","104","null","7128","null","104","null","0","null","208","null",
"0500000US51087","Henrico County, Virginia","170623","null","779","null","10211","null","629","null","9872","null","716","null","339","null","361","null","24811","null","764","null","24477","null","822","null","334","null","312","null","9424","757","null","null","8917","null","923","null","507","null","448","null","21103","null","518","null","19517","null","917","null","1586","null","849","null","20919","null","307","null","19325","null","966","null","1594","null","934","null","23377","null","85","null","21658","null","785","null","1719","777","null","null","25680","null","195","null","23379","null","945","null","2301","null","919","null","19913","null","161","null","19913","null","161","null","0","null","208","null","15185","null","284","null","15185","null","284","null","0","null","208","null",
"0500000US51095","James City County, Virginia","56333","null","759","null","2967","null","355","null","2967","null","355","null","0","null","208","null","7421","null","577","null","7321","null","592","null","100","null","175","null","3327","642","null","null","3128","null","676","null","199","null","234","null","4267","null","525","null","4053","null","534","null","214","null","194","null","5569","null","434","null","5249","null","520","null","320","null","309","null","6910","null","117","null","6707","null","258","null","203","230","null","null","8606","null","81","null","8386","null","222","null","220","null","210","null","9488","null","12","null","9488","null","12","null","0","null","208","null","7778","null","139","null","7778","null","139","null","0","null","208","null",
"0500000US51107","Loudoun County, Virginia","224683","null","961","null","17219","null","825","null","16933","null","810","null","286","null","335","null","43266","null","1242","null","43164","null","1239","null","102","null","119","null","14567","838","null","null","14271","null","872","null","296","null","238","null","23239","null","428","null","21733","null","723","null","1506","null","659","null","33501","null","75","null","32678","null","798","null","823","null","813","null","36750","null","275","null","36603","null","323","null","147","134","null","null","28999","null","67","null","28215","null","432","null","784","null","431","null","15685","null","208","null","15621","null","112","null","64","null","112","null","11457","null","234","null","11408","null","238","null","49","null","84","null",
"0500000US51121","Montgomery County, Virginia","81660","null","393","null","3861","null","377","null","3861","null","377","null","0","null","208","null","12044","null","896","null","11869","null","896","null","175","null","187","null","17855","1019","null","null","17304","null","1101","null","551","null","606","null","10070","null","626","null","9551","null","797","null","519","null","518","null","8266","null","112","null","7261","null","594","null","1005","null","608","null","8639","null","206","null","7689","null","697","null","950","680","null","null","8982","null","75","null","8173","null","528","null","809","null","525","null","7100","null","208","null","7100","null","208","null","0","null","208","null","4843","null","263","null","4843","null","263","null","0","null","208","null",
"0500000US51153","Prince William County, Virginia","189551","null","1227","null","13742","null","655","null","13044","null","772","null","698","null","526","null","32523","null","970","null","31397","null","1215","null","1126","null","1019","null","14338","1022","null","null","12899","null","1143","null","1439","null","866","null","19179","null","1116","null","16670","null","1238","null","2509","null","822","null","24828","null","590","null","23564","null","874","null","1264","null","573","null","28111","null","273","null","26781","null","622","null","1330","568","null","null","26643","null","102","null","25424","null","467","null","1219","null","452","null","18197","null","233","null","17765","null","523","null","432","null","474","null","11990","null","157","null","11853","null","261","null","137","null","164","null",
"0500000US51161","Roanoke County, Virginia","78546","null","889","null","3479","null","457","null","3328","null","469","null","151","null","175","null","12511","null","775","null","11587","null","867","null","924","null","680","null","4481","795","null","null","4247","null","742","null","234","null","276","null","8244","null","399","null","7587","null","637","null","657","null","564","null","8784","null","227","null","8323","null","387","null","461","null","326","null","10580","null","144","null","10168","null","291","null","412","251","null","null","11913","null","132","null","11474","null","293","null","439","null","274","null","10530","null","137","null","10475","null","160","null","55","null","91","null","8024","null","421","null","8024","null","421","null","0","null","208","null",
"0500000US51165","Rockingham County, Virginia","71629","null","297","null","4908","null","644","null","4709","null","664","null","199","null","231","null","10527","null","690","null","9433","null","890","null","1094","null","658","null","6054","804","null","null","5052","null","601","null","1002","null","450","null","7123","null","640","null","6486","null","685","null","637","null","302","null","8106","null","119","null","7308","null","662","null","798","null","661","null","9052","null","208","null","8078","null","390","null","974","390","null","null","10654","null","67","null","9960","null","416","null","694","null","411","null","8362","null","29","null","8362","null","29","null","0","null","208","null","6843","null","230","null","6818","null","234","null","25","null","43","null",
"0500000US51177","Spotsylvania County, Virginia","89876","null","490","null","6247","null","599","null","6069","null","656","null","178","null","224","null","14503","null","633","null","14416","null","651","null","87","null","144","null","7119","654","null","null","6894","null","693","null","225","null","196","null","9446","null","671","null","8660","null","811","null","786","null","453","null","11219","null","174","null","10894","null","369","null","325","null","303","null","12502","null","188","null","11522","null","551","null","980","518","null","null","13020","null","208","null","12409","null","391","null","611","null","391","null","9656","null","33","null","9656","null","33","null","0","null","208","null","6164","null","223","null","6164","null","223","null","0","null","208","null",
"0500000US51179","Stafford County, Virginia","86700","null","1113","null","6432","null","657","null","5626","null","824","null","806","null","733","null","15128","null","811","null","14588","null","730","null","540","null","379","null","7249","858","null","null","6805","null","816","null","444","null","346","null","8948","null","745","null","7535","null","1119","null","1413","null","732","null","10921","null","563","null","9829","null","841","null","1092","null","723","null","13063","null","140","null","12423","null","416","null","640","403","null","null","12353","null","55","null","11827","null","384","null","526","null","378","null","7804","null","208","null","7804","null","208","null","0","null","208","null","4802","null","116","null","4802","null","116","null","0","null","208","null",
"0500000US51199","York County, Virginia","44085","null","1527","null","2648","null","366","null","2555","null","359","null","93","null","146","null","8031","null","600","null","7650","null","645","null","381","null","295","null","2427","896","null","null","2224","null","837","null","203","null","218","null","4103","null","482","null","3843","null","645","null","260","null","314","null","4787","null","853","null","4374","null","862","null","413","null","335","null","5811","null","186","null","5582","null","347","null","229","316","null","null","7211","null","208","null","6890","null","314","null","321","null","314","null","5093","null","208","null","5054","null","69","null","39","null","69","null","3974","null","86","null","3949","null","93","null","25","null","43","null",
"0500000US51510","Alexandria city, Virginia","80791","null","670","null","5354","null","194","null","5091","null","370","null","263","null","318","null","7014","null","318","null","7014","null","318","null","0","null","208","null","4991","681","null","null","4711","null","797","null","280","null","383","null","15318","null","730","null","14925","null","765","null","393","null","256","null","14408","null","357","null","14198","null","408","null","210","null","204","null","10600","null","363","null","9903","null","719","null","697","638","null","null","10096","null","150","null","9800","null","270","null","296","null","219","null","7910","null","82","null","7830","null","162","null","80","null","137","null","5100","null","79","null","5100","null","79","null","0","null","208","null",
"0500000US51550","Chesapeake city, Virginia","131230","null","1655","null","9839","null","652","null","9688","null","698","null","151","null","204","null","21935","null","765","null","20885","null","1004","null","1050","null","882","null","9776","893","null","null","8637","null","1059","null","1139","null","560","null","14050","null","1120","null","12287","null","1180","null","1763","null","725","null","16572","null","860","null","15630","null","1022","null","942","null","509","null","17625","null","306","null","16748","null","563","null","877","510","null","null","20097","null","247","null","19217","null","476","null","880","null","396","null","13131","null","373","null","13131","null","373","null","0","null","208","null","8205","null","188","null","8137","null","223","null","68","null","113","null",
"0500000US51650","Hampton city, Virginia","47357","null","973","null","3085","null","471","null","2812","null","612","null","273","null","303","null","5746","null","562","null","5680","null","597","null","66","null","112","null","3660","779","null","null","3359","null","758","null","301","null","241","null","6317","null","712","null","4847","null","938","null","1470","null","829","null","5477","null","164","null","5073","null","367","null","404","null","336","null","5480","null","50","null","4857","null","450","null","623","461","null","null","7969","null","162","null","7736","null","283","null","233","null","212","null","5385","null","154","null","5319","null","186","null","66","null","113","null","4238","null","208","null","4238","null","208","null","0","null","208","null",
"0500000US51680","Lynchburg city, Virginia","50205","null","502","null","2942","null","133","null","2872","null","185","null","70","null","130","null","6832","null","647","null","6184","null","564","null","648","null","589","null","13102","1005","null","null","12717","null","1048","null","385","null","285","null","5854","null","605","null","4947","null","728","null","907","null","399","null","4046","null","110","null","3521","null","395","null","525","null","375","null","4094","null","86","null","3565","null","366","null","529","357","null","null","5194","null","25","null","4672","null","334","null","522","null","330","null","4265","null","146","null","4265","null","146","null","0","null","208","null","3876","null","291","null","3876","null","291","null","0","null","208","null",
"0500000US51700","Newport News city, Virginia","70252","null","1251","null","4428","null","248","null","4381","null","269","null","47","null","90","null","9006","null","472","null","8121","null","1097","null","885","null","1102","null","7575","954","null","null","6790","null","993","null","785","null","516","null","9001","null","934","null","7768","null","729","null","1233","null","634","null","7981","null","369","null","7428","null","572","null","553","null","464","null","7995","null","68","null","6760","null","705","null","1235","700","null","null","10528","null","42","null","10153","null","275","null","375","null","273","null","7469","null","134","null","7469","null","134","null","0","null","208","null","6269","null","130","null","6269","null","130","null","0","null","208","null",
"0500000US51710","Norfolk city, Virginia","87085","null","1832","null","6294","null","445","null","6294","null","445","null","0","null","208","null","9675","null","767","null","9122","null","835","null","553","null","331","null","8646","1667","null","null","7686","null","1577","null","960","null","419","null","14445","null","1149","null","12569","null","1013","null","1876","null","649","null","10319","null","641","null","8941","null","921","null","1378","null","753","null","9993","null","251","null","9295","null","445","null","698","361","null","null","12859","null","71","null","11401","null","556","null","1458","null","544","null","9067","null","37","null","9067","null","37","null","0","null","208","null","5787","null","161","null","5787","null","161","null","0","null","208","null",
"0500000US51740","Portsmouth city, Virginia","32331","null","684","null","2376","null","217","null","2376","null","217","null","0","null","208","null","3404","null","311","null","3366","null","312","null","38","null","68","null","2203","653","null","null","1995","null","611","null","208","null","242","null","4689","null","660","null","4398","null","716","null","291","null","253","null","4186","null","155","null","3568","null","358","null","618","null","359","null","3851","null","149","null","3659","null","246","null","192","192","null","null","4818","null","199","null","4459","null","302","null","359","null","203","null","3981","null","86","null","3981","null","86","null","0","null","208","null","2823","null","94","null","2823","null","94","null","0","null","208","null",
"0500000US51760","Richmond city, Virginia","95390","null","798","null","4609","null","270","null","4541","null","300","null","68","null","104","null","6296","null","851","null","5884","null","799","null","412","null","514","null","12321","998","null","null","11848","null","1237","null","473","null","505","null","23246","null","938","null","21624","null","925","null","1622","null","586","null","13336","null","80","null","12855","null","321","null","481","null","311","null","10301","null","93","null","9885","null","375","null","416","364","null","null","11095","null","181","null","10248","null","655","null","847","null","623","null","8555","null","221","null","8555","null","221","null","0","null","208","null","5631","null","278","null","5631","null","278","null","0","null","208","null",
"0500000US51770","Roanoke city, Virginia","56244","null","731","null","3586","null","298","null","3460","null","351","null","126","null","208","null","6492","null","504","null","6360","null","454","null","132","null","222","null","3952","828","null","null","3653","null","815","null","299","null","294","null","7798","null","657","null","6748","null","809","null","1050","null","621","null","7235","null","208","null","5839","null","673","null","1396","null","673","null","7157","null","182","null","6076","null","578","null","1081","559","null","null","8728","null","208","null","7730","null","897","null","998","null","897","null","6891","null","105","null","6891","null","105","null","0","null","208","null","4405","null","275","null","4405","null","275","null","0","null","208","null",
"0500000US51800","Suffolk city, Virginia","42892","null","770","null","3411","null","466","null","2619","null","654","null","792","null","824","null","6181","null","543","null","6138","null","552","null","43","null","74","null","2741","380","null","null","2695","null","384","null","46","null","77","null","5255","null","475","null","4699","null","628","null","556","null","423","null","4759","null","430","null","4232","null","536","null","527","null","481","null","5643","null","325","null","5490","null","346","null","153","157","null","null","6748","null","78","null","6597","null","151","null","151","null","131","null","4869","null","64","null","4869","null","64","null","0","null","208","null","3285","null","155","null","3285","null","155","null","0","null","208","null",
"0500000US51810","Virginia Beach city, Virginia","259045","null","2295","null","18261","null","721","null","17674","null","753","null","587","null","378","null","37013","null","981","null","36117","null","1040","null","896","null","483","null","18916","1653","null","null","16791","null","1607","null","2125","null","839","null","32394","null","1422","null","28753","null","1799","null","3641","null","1108","null","31985","null","1231","null","29492","null","1483","null","2493","null","838","null","33252","null","447","null","31567","null","701","null","1685","591","null","null","38893","null","117","null","36634","null","805","null","2259","null","801","null","27961","null","207","null","27685","null","371","null","276","null","351","null","20370","null","423","null","20370","null","423","null","0","null","208","null",
"0500000US53005","Benton County, Washington","140363","null","849","null","9343","null","603","null","9296","null","622","null","47","null","78","null","23107","null","725","null","22544","null","790","null","563","null","390","null","9172","736","null","null","8552","null","852","null","620","null","328","null","16176","null","563","null","14423","null","785","null","1753","null","698","null","17777","null","288","null","16890","null","712","null","887","null","601","null","16800","null","153","null","15506","null","817","null","1294","736","null","null","20297","null","203","null","19484","null","620","null","813","null","540","null","16597","null","120","null","16597","null","120","null","0","null","210","null","11094","null","178","null","11094","null","178","null","0","null","210","null",
"0500000US53007","Chelan County, Washington","51821","null","254","null","2693","null","242","null","2693","null","242","null","0","null","210","null","7265","null","451","null","7265","null","451","null","0","null","210","null","2885","717","null","null","2739","null","633","null","146","null","197","null","4937","null","574","null","4472","null","626","null","465","null","378","null","5858","null","104","null","5324","null","402","null","534","null","386","null","5853","null","210","null","4687","null","933","null","1166","933","null","null","8688","null","82","null","8230","null","420","null","458","null","409","null","8011","null","99","null","7891","null","266","null","120","null","212","null","5631","null","139","null","5631","null","139","null","0","null","210","null",
"0500000US53009","Clallam County, Washington","62705","null","461","null","3082","null","431","null","2983","null","452","null","99","null","158","null","6201","null","641","null","5808","null","800","null","393","null","312","null","2894","595","null","null","2581","null","529","null","313","null","315","null","5743","null","662","null","4424","null","938","null","1319","null","801","null","6049","null","180","null","5542","null","446","null","507","null","416","null","6241","null","210","null","5484","null","480","null","757","480","null","null","10862","null","112","null","10390","null","326","null","472","null","322","null","12743","null","19","null","12661","null","136","null","82","null","133","null","8890","null","173","null","8863","null","178","null","27","null","48","null",
"0500000US53011","Clark County, Washington","376040","null","882","null","23926","null","921","null","23763","null","906","null","163","null","188","null","57951","null","1121","null","57040","null","1133","null","911","null","441","null","28737","1135","null","null","26419","null","1362","null","2318","null","773","null","43332","null","1073","null","39405","null","1500","null","3927","null","1232","null","49651","null","237","null","45960","null","1235","null","3691","null","1168","null","49745","null","210","null","46760","null","1124","null","2985","1114","null","null","53306","null","179","null","51188","null","855","null","2118","null","809","null","43077","null","208","null","43077","null","208","null","0","null","210","null","26315","null","206","null","26315","null","206","null","0","null","210","null",
"0500000US53015","Cowlitz County, Washington","91188","null","628","null","6091","null","420","null","6035","null","433","null","56","null","96","null","13521","null","656","null","12912","null","752","null","609","null","444","null","5626","646","null","null","5349","null","627","null","277","null","199","null","10545","null","421","null","9500","null","860","null","1045","null","761","null","10522","null","205","null","9593","null","643","null","929","null","619","null","11406","null","210","null","10527","null","633","null","879","633","null","null","13926","null","210","null","13414","null","351","null","512","null","351","null","11867","null","210","null","11867","null","210","null","0","null","210","null","7684","null","196","null","7601","null","239","null","83","null","139","null",
"0500000US53021","Franklin County, Washington","36706","null","581","null","3173","null","458","null","2961","null","517","null","212","null","208","null","5527","null","496","null","5040","null","648","null","487","null","531","null","2721","450","null","null","2419","null","515","null","302","null","301","null","4444","null","727","null","4277","null","692","null","167","null","228","null","5430","null","647","null","4725","null","929","null","705","null","785","null","4296","null","115","null","3625","null","542","null","671","526","null","null","4858","null","188","null","4745","null","270","null","113","null","199","null","3973","null","240","null","3973","null","240","null","0","null","210","null","2284","null","72","null","2284","null","72","null","0","null","210","null",
"0500000US53025","Grant County, Washington","51696","null","219","null","3724","null","374","null","3712","null","376","null","12","null","18","null","7717","null","543","null","7529","null","602","null","188","null","246","null","3843","517","null","null","3425","null","544","null","418","null","332","null","5596","null","385","null","5101","null","456","null","495","null","301","null","5947","null","210","null","5385","null","580","null","562","null","580","null","6008","null","86","null","5834","null","234","null","174","223","null","null","7746","null","122","null","7269","null","488","null","477","null","466","null","6745","null","210","null","6745","null","210","null","0","null","210","null","4370","null","127","null","4370","null","127","null","0","null","210","null",
"0500000US53027","Grays Harbor County, Washington","57397","null","512","null","2680","null","271","null","2680","null","271","null","0","null","210","null","7596","null","544","null","7596","null","544","null","0","null","210","null","3484","574","null","null","3176","null","589","null","308","null","249","null","5797","null","447","null","5320","null","519","null","477","null","368","null","6125","null","262","null","5427","null","543","null","698","null","548","null","6844","null","212","null","6133","null","444","null","711","393","null","null","9824","null","202","null","9255","null","447","null","569","null","399","null","9310","null","143","null","9310","null","143","null","0","null","210","null","5737","null","174","null","5737","null","174","null","0","null","210","null",
"0500000US53029","Island County, Washington","63100","null","1181","null","3772","null","391","null","3495","null","542","null","277","null","288","null","7122","null","440","null","6772","null","648","null","350","null","555","null","3053","755","null","null","2897","null","752","null","156","null","223","null","6068","null","981","null","5341","null","965","null","727","null","445","null","6564","null","137","null","6245","null","296","null","319","null","288","null","6569","null","210","null","6097","null","455","null","472","455","null","null","10373","null","11","null","9784","null","449","null","589","null","449","null","11943","null","152","null","11900","null","169","null","43","null","74","null","7636","null","96","null","7596","null","118","null","40","null","70","null",
"0500000US53033","King County, Washington","1294462","null","3226","null","69395","null","1520","null","68539","null","1643","null","856","null","479","null","152141","null","2704","null","149313","null","2894","null","2828","null","1318","null","95874","3650","null","null","92962","null","3745","null","2912","null","973","null","198413","null","3487","null","188376","null","3682","null","10037","null","1925","null","190508","null","709","null","182829","null","1786","null","7679","null","1681","null","181995","null","456","null","176531","null","1575","null","5464","1489","null","null","183844","null","637","null","176394","null","1912","null","7450","null","1711","null","132965","null","582","null","131461","null","883","null","1504","null","647","null","89327","null","668","null","88913","null","796","null","414","null","402","null",
"0500000US53035","Kitsap County, Washington","193163","null","2274","null","12046","null","579","null","11528","null","718","null","518","null","486","null","26244","null","808","null","25790","null","841","null","454","null","341","null","11378","1553","null","null","10419","null","1471","null","959","null","485","null","22693","null","1094","null","20868","null","1067","null","1825","null","612","null","22507","null","943","null","21552","null","1106","null","955","null","471","null","23787","null","512","null","22705","null","645","null","1082","486","null","null","31039","null","157","null","29597","null","653","null","1442","null","640","null","26751","null","208","null","26714","null","238","null","37","null","59","null","16718","null","132","null","16718","null","132","null","0","null","210","null",
"0500000US53041","Lewis County, Washington","66062","null","390","null","3713","null","214","null","3669","null","235","null","44","null","75","null","9241","null","331","null","8987","null","379","null","254","null","261","null","4443","561","null","null","3865","null","634","null","578","null","399","null","6765","null","479","null","5766","null","548","null","999","null","464","null","7668","null","105","null","7420","null","273","null","248","null","258","null","7933","null","210","null","6911","null","471","null","1022","471","null","null","10378","null","293","null","9635","null","452","null","743","null","370","null","9552","null","61","null","9520","null","81","null","32","null","53","null","6369","null","165","null","6369","null","165","null","0","null","210","null",
"0500000US53045","Mason County, Washington","51996","null","964","null","2708","null","437","null","2708","null","437","null","0","null","210","null","5682","null","532","null","5591","null","568","null","91","null","140","null","3559","594","null","null","3390","null","498","null","169","null","250","null","4698","null","538","null","4098","null","635","null","600","null","382","null","5563","null","245","null","5289","null","372","null","274","null","297","null","6040","null","201","null","5985","null","223","null","55","101","null","null","9435","null","43","null","9065","null","340","null","370","null","340","null","8994","null","24","null","8994","null","24","null","0","null","210","null","5317","null","118","null","5317","null","118","null","0","null","210","null",
"0500000US53053","Pierce County, Washington","581270","null","1685","null","39607","null","1529","null","38435","null","1697","null","1172","null","685","null","81372","null","1703","null","79304","null","1732","null","2068","null","692","null","43188","1920","null","null","40297","null","2118","null","2891","null","932","null","76339","null","1663","null","68196","null","2052","null","8143","null","1699","null","77235","null","818","null","71931","null","1580","null","5304","null","1478","null","75969","null","375","null","71348","null","1500","null","4621","1460","null","null","84364","null","302","null","79331","null","1354","null","5033","null","1314","null","62607","null","260","null","62411","null","312","null","196","null","161","null","40589","null","434","null","40528","null","447","null","61","null","99","null",
"0500000US53057","Skagit County, Washington","93968","null","668","null","5207","null","433","null","5023","null","487","null","184","null","191","null","11879","null","484","null","11685","null","538","null","194","null","264","null","4865","350","null","null","4458","null","404","null","407","null","273","null","10126","null","586","null","9167","null","673","null","959","null","347","null","10477","null","191","null","9308","null","573","null","1169","null","549","null","10899","null","86","null","10182","null","404","null","717","380","null","null","15248","null","178","null","14129","null","765","null","1119","null","741","null","15037","null","115","null","15015","null","119","null","22","null","28","null","10230","null","140","null","10230","null","140","null","0","null","210","null",
"0500000US53061","Snohomish County, Washington","551708","null","2250","null","35129","null","1144","null","34043","null","1120","null","1086","null","479","null","76199","null","1509","null","73616","null","1902","null","2583","null","1449","null","37229","1614","null","null","33573","null","2199","null","3656","null","1461","null","70832","null","1718","null","64219","null","1994","null","6613","null","1503","null","75532","null","486","null","70327","null","1348","null","5205","null","1351","null","75680","null","618","null","71550","null","1422","null","4130","1273","null","null","86535","null","158","null","82244","null","1076","null","4291","null","1103","null","58929","null","300","null","58877","null","314","null","52","null","88","null","35643","null","378","null","35643","null","378","null","0","null","210","null",
"0500000US53063","Spokane County, Washington","432503","null","1174","null","27198","null","894","null","26754","null","995","null","444","null","383","null","65783","null","1285","null","64222","null","1525","null","1561","null","856","null","37936","1640","null","null","32226","null","1609","null","5710","null","1239","null","55547","null","1554","null","49874","null","2393","null","5673","null","1498","null","54179","null","533","null","50111","null","1239","null","4068","null","1084","null","52015","null","504","null","49405","null","1140","null","2610","1018","null","null","60686","null","333","null","58027","null","975","null","2659","null","955","null","47930","null","438","null","47494","null","613","null","436","null","501","null","31229","null","347","null","30944","null","455","null","285","null","364","null",
"0500000US53067","Thurston County, Washington","209998","null","1366","null","12644","null","766","null","12345","null","786","null","299","null","227","null","29119","null","931","null","28173","null","1115","null","946","null","597","null","14254","1538","null","null","12678","null","1200","null","1576","null","972","null","24242","null","1353","null","22088","null","1442","null","2154","null","666","null","27751","null","586","null","25417","null","1056","null","2334","null","978","null","26233","null","275","null","24823","null","693","null","1410","558","null","null","30566","null","157","null","29134","null","574","null","1432","null","600","null","27852","null","164","null","27852","null","164","null","0","null","210","null","17337","null","320","null","17337","null","320","null","0","null","210","null",
"0500000US53073","Whatcom County, Washington","178155","null","614","null","8947","null","478","null","8699","null","549","null","248","null","254","null","23288","null","747","null","21654","null","1264","null","1634","null","1047","null","21153","879","null","null","19477","null","1238","null","1676","null","927","null","22428","null","585","null","18963","null","1489","null","3465","null","1444","null","21583","null","104","null","19547","null","1005","null","2036","null","995","null","20190","null","122","null","18549","null","806","null","1641","806","null","null","23881","null","128","null","22573","null","658","null","1308","null","638","null","22648","null","129","null","22648","null","129","null","0","null","210","null","14037","null","226","null","14037","null","226","null","0","null","210","null",
"0500000US53077","Yakima County, Washington","103724","null","1127","null","6312","null","625","null","5819","null","781","null","493","null","418","null","13292","null","775","null","13012","null","760","null","280","null","262","null","5937","471","null","null","5466","null","488","null","471","null","273","null","11265","null","550","null","9797","null","702","null","1468","null","526","null","11901","null","155","null","11346","null","377","null","555","null","358","null","12061","null","443","null","11163","null","646","null","898","506","null","null","16735","null","129","null","15907","null","431","null","828","null","426","null","14835","null","127","null","14509","null","470","null","326","null","503","null","11386","null","142","null","11386","null","142","null","0","null","210","null",
"0500000US54003","Berkeley County, West Virginia","99052","null","442","null","7056","null","596","null","6837","null","625","null","219","null","248","null","14985","null","940","null","13982","null","1273","null","1003","null","915","null","6866","892","null","null","5734","null","1185","null","1132","null","774","null","13231","null","576","null","10993","null","1386","null","2238","null","1379","null","13169","null","59","null","11673","null","1070","null","1496","null","1068","null","13861","null","207","null","11951","null","1175","null","1910","1175","null","null","13660","null","197","null","12624","null","833","null","1036","null","812","null","10241","null","207","null","9778","null","739","null","463","null","739","null","5983","null","141","null","5983","null","141","null","0","null","207","null",
"0500000US54011","Cabell County, West Virginia","81719","null","623","null","4895","null","391","null","4580","null","516","null","315","null","345","null","11521","null","654","null","11170","null","687","null","351","null","264","null","11065","794","null","null","9106","null","1405","null","1959","null","1004","null","8185","null","577","null","7290","null","750","null","895","null","491","null","9449","null","267","null","8114","null","793","null","1335","null","758","null","9734","null","106","null","7854","null","906","null","1880","897","null","null","10393","null","146","null","9297","null","673","null","1096","null","660","null","9424","null","151","null","9424","null","151","null","0","null","207","null","7053","null","293","null","7053","null","293","null","0","null","207","null",
"0500000US54033","Harrison County, West Virginia","62398","null","281","null","3727","null","294","null","3449","null","523","null","278","null","416","null","9779","null","383","null","9603","null","412","null","176","null","196","null","4453","408","null","null","3737","null","550","null","716","null","428","null","6947","null","339","null","5937","null","595","null","1010","null","524","null","7821","null","68","null","7537","null","281","null","284","null","270","null","8223","null","207","null","7607","null","424","null","616","424","null","null","9246","null","24","null","8894","null","258","null","352","null","258","null","7284","null","135","null","7284","null","135","null","0","null","207","null","4918","null","291","null","4906","null","290","null","12","null","22","null",
"0500000US54039","Kanawha County, West Virginia","153757","null","1073","null","8290","null","455","null","7911","null","619","null","379","null","360","null","22404","null","581","null","21908","null","637","null","496","null","417","null","10780","931","null","null","8629","null","1983","null","2151","null","1951","null","15623","null","1025","null","14027","null","1086","null","1596","null","750","null","18516","null","314","null","16520","null","884","null","1996","null","899","null","19764","null","73","null","17871","null","818","null","1893","817","null","null","23890","null","139","null","22752","null","855","null","1138","null","845","null","20253","null","171","null","20214","null","184","null","39","null","66","null","14237","null","215","null","14237","null","215","null","0","null","207","null",
