"GEO_ID","NAME","B27001A_001E","B27001A_001M","B27001A_001MA","B27001A_001EA","B27001A_002E","B27001A_002M","B27001A_002MA","B27001A_002EA","B27001A_003E","B27001A_003M","B27001A_003MA","B27001A_003EA","B27001A_004E","B27001A_004M","B27001A_004MA","B27001A_004EA","B27001A_005E","B27001A_005M","B27001A_005MA","B27001A_005EA","B27001A_006E","B27001A_006EA","B27001A_006M","B27001A_006MA","B27001A_007E","B27001A_007M","B27001A_007MA","B27001A_007EA","B27001A_008E","B27001A_008M","B27001A_008MA","B27001A_008EA","B27001A_009E","B27001A_009M","B27001A_009MA","B27001A_009EA","B27001A_010E","B27001A_010M","B27001A_010MA","B27001A_010EA","B27001A_011E","B27001A_011M","B27001A_011MA","B27001A_011EA","B27001A_012E","B27001A_012M","B27001A_012MA","B27001A_012EA","B27001A_013E","B27001A_013M","B27001A_013MA","B27001A_013EA","B27001A_014E","B27001A_014M","B27001A_014MA","B27001A_014EA","B27001A_015E","B27001A_015M","B27001A_015MA","B27001A_015EA","B27001A_016E","B27001A_016M","B27001A_016MA","B27001A_016EA","B27001A_017E","B27001A_017EA","B27001A_017M","B27001A_017MA","B27001A_018E","B27001A_018M","B27001A_018MA","B27001A_018EA","B27001A_019E","B27001A_019M","B27001A_019MA","B27001A_019EA","B27001A_020E","B27001A_020M","B27001A_020MA","B27001A_020EA","B27001A_021E","B27001A_021M","B27001A_021MA","B27001A_021EA","B27001A_022E","B27001A_022M","B27001A_022MA","B27001A_022EA","B27001A_023E","B27001A_023M","B27001A_023MA","B27001A_023EA","B27001A_024E","B27001A_024M","B27001A_024MA","B27001A_024EA","B27001A_025E","B27001A_025M","B27001A_025MA","B27001A_025EA","B27001A_026E","B27001A_026M","B27001A_026MA","B27001A_026EA","B27001A_027E","B27001A_027M","B27001A_027MA","B27001A_027EA","B27001A_028E","B27001A_028EA","B27001A_028M","B27001A_028MA",
"0500000US47125","Montgomery County, Tennessee","132292","2909","null","null","13243","992","null","null","12952","1004","null","null","291","301","null","null","24184","1175","null","null","23148","null","1298","null","1036","701","null","null","13900","1449","null","null","12603","1400","null","null","1297","587","null","null","18977","1856","null","null","16987","1675","null","null","1990","806","null","null","17175","1263","null","null","14603","1174","null","null","2572","1059","null","null","15154","null","708","null","14018","919","null","null","1136","589","null","null","13973","446","null","null","12515","779","null","null","1458","712","null","null","9821","523","null","null","9821","523","null","null","0","216","null","null","5865","292","null","null","5865","292","null","null","0","null","216","null",
"0500000US47141","Putnam County, Tennessee","73804","1238","null","null","4593","490","null","null","4593","490","null","null","0","216","null","null","11660","670","null","null","11250","null","808","null","410","478","null","null","10157","852","null","null","9200","664","null","null","957","623","null","null","8505","814","null","null","6213","1157","null","null","2292","1287","null","null","8262","569","null","null","6801","564","null","null","1461","762","null","null","9293","null","758","null","8061","840","null","null","1232","688","null","null","8961","216","null","null","8404","354","null","null","557","354","null","null","7324","107","null","null","7324","107","null","null","0","216","null","null","5049","208","null","null","5049","208","null","null","0","null","216","null",
"0500000US47147","Robertson County, Tennessee","60936","1193","null","null","4555","645","null","null","4555","645","null","null","0","216","null","null","10257","1019","null","null","10176","null","1029","null","81","126","null","null","3745","672","null","null","3113","779","null","null","632","565","null","null","7336","531","null","null","5725","963","null","null","1611","825","null","null","7592","577","null","null","6725","651","null","null","867","461","null","null","8355","null","278","null","7646","509","null","null","709","408","null","null","8904","180","null","null","8236","484","null","null","668","454","null","null","6378","242","null","null","6378","242","null","null","0","216","null","null","3814","164","null","null","3814","164","null","null","0","null","216","null",
"0500000US47149","Rutherford County, Tennessee","248737","3393","null","null","18787","1123","null","null","17605","1148","null","null","1182","659","null","null","43275","2256","null","null","41139","null","2151","null","2136","965","null","null","27493","1726","null","null","23436","2036","null","null","4057","1453","null","null","32121","1479","null","null","26955","1892","null","null","5166","1858","null","null","34075","1218","null","null","31508","1343","null","null","2567","1001","null","null","32652","null","1026","null","29939","933","null","null","2713","1100","null","null","29042","608","null","null","26795","1120","null","null","2247","909","null","null","19410","590","null","null","19039","443","null","null","371","428","null","null","11882","408","null","null","11882","408","null","null","0","null","216","null",
"0500000US47155","Sevier County, Tennessee","91713","1353","null","null","5186","548","null","null","5009","592","null","null","177","247","null","null","13732","712","null","null","13492","null","696","null","240","353","null","null","7210","762","null","null","4794","1019","null","null","2416","930","null","null","9413","652","null","null","6612","1040","null","null","2801","952","null","null","10742","452","null","null","7070","1378","null","null","3672","1432","null","null","12324","null","450","null","9933","909","null","null","2391","1006","null","null","14036","212","null","null","12352","829","null","null","1684","802","null","null","11886","140","null","null","11751","204","null","null","135","180","null","null","7184","249","null","null","7184","249","null","null","0","null","216","null",
"0500000US47157","Shelby County, Tennessee","362150","5688","null","null","25256","1650","null","null","24151","1628","null","null","1105","702","null","null","54351","3140","null","null","50422","null","3603","null","3929","1632","null","null","30252","1864","null","null","26616","1738","null","null","3636","995","null","null","41830","1821","null","null","34641","1869","null","null","7189","1544","null","null","44925","1287","null","null","36002","1872","null","null","8923","2143","null","null","44912","null","857","null","38437","1637","null","null","6475","1597","null","null","51969","757","null","null","46754","1529","null","null","5215","1370","null","null","40092","366","null","null","40000","353","null","null","92","154","null","null","28563","322","null","null","28486","355","null","null","77","null","133","null",
"0500000US47163","Sullivan County, Tennessee","147396","1357","null","null","7726","410","null","null","7349","544","null","null","377","326","null","null","20741","705","null","null","20526","null","735","null","215","205","null","null","10019","690","null","null","9204","705","null","null","815","353","null","null","16629","622","null","null","13107","1176","null","null","3522","1205","null","null","16009","446","null","null","13445","795","null","null","2564","862","null","null","20809","null","251","null","16993","1186","null","null","3816","1143","null","null","21689","186","null","null","19351","740","null","null","2338","752","null","null","18835","390","null","null","18835","390","null","null","0","216","null","null","14939","259","null","null","14939","259","null","null","0","null","216","null",
"0500000US47165","Sumner County, Tennessee","162171","2195","null","null","11718","779","null","null","10953","979","null","null","765","572","null","null","25995","878","null","null","25084","null","942","null","911","544","null","null","12009","823","null","null","10924","743","null","null","1085","534","null","null","17199","729","null","null","13906","1442","null","null","3293","1188","null","null","21352","581","null","null","18817","1245","null","null","2535","955","null","null","22981","null","664","null","21259","897","null","null","1722","613","null","null","22462","96","null","null","20826","549","null","null","1636","528","null","null","16834","208","null","null","16834","208","null","null","0","216","null","null","11621","466","null","null","11621","466","null","null","0","null","216","null",
"0500000US47179","Washington County, Tennessee","116536","781","null","null","7278","917","null","null","7093","938","null","null","185","170","null","null","16050","1096","null","null","15273","null","1111","null","777","695","null","null","13898","1075","null","null","11159","1460","null","null","2739","1347","null","null","13191","749","null","null","11465","1114","null","null","1726","901","null","null","12813","405","null","null","10612","1113","null","null","2201","1256","null","null","15087","null","390","null","13280","787","null","null","1807","708","null","null","15986","343","null","null","14688","603","null","null","1298","623","null","null","13267","201","null","null","13267","201","null","null","0","216","null","null","8966","331","null","null","8935","331","null","null","31","null","51","null",
"0500000US47187","Williamson County, Tennessee","209740","1173","null","null","14126","927","null","null","13678","873","null","null","448","441","null","null","45135","1364","null","null","44188","null","1381","null","947","515","null","null","14103","1157","null","null","12861","1483","null","null","1242","782","null","null","15830","866","null","null","15073","914","null","null","757","467","null","null","31207","1050","null","null","27816","563","null","null","3391","1376","null","null","31557","null","614","null","30339","1008","null","null","1218","741","null","null","28194","326","null","null","27401","715","null","null","793","696","null","null","18206","207","null","null","18206","207","null","null","0","216","null","null","11382","251","null","null","11382","251","null","null","0","null","216","null",
"0500000US47189","Wilson County, Tennessee","123752","2592","null","null","8304","596","null","null","7844","565","null","null","460","279","null","null","20323","1073","null","null","19751","null","1206","null","572","561","null","null","8898","1125","null","null","7448","1219","null","null","1450","564","null","null","12862","1218","null","null","11350","1259","null","null","1512","763","null","null","17749","1398","null","null","15054","894","null","null","2695","1533","null","null","17248","null","351","null","16235","551","null","null","1013","467","null","null","17438","286","null","null","16465","711","null","null","973","670","null","null","13076","216","null","null","13076","216","null","null","0","216","null","null","7854","678","null","null","7854","678","null","null","0","null","216","null",
"0500000US48005","Angelina County, Texas","69487","839","null","null","6063","719","null","null","5685","757","null","null","378","371","null","null","13278","1105","null","null","11735","null","1501","null","1543","968","null","null","5863","1183","null","null","3665","996","null","null","2198","1128","null","null","7277","1549","null","null","4960","1211","null","null","2317","1199","null","null","8955","896","null","null","5667","1154","null","null","3288","1005","null","null","7958","null","891","null","6781","1068","null","null","1177","601","null","null","7850","789","null","null","6748","778","null","null","1102","518","null","null","7152","535","null","null","7044","529","null","null","108","202","null","null","5091","420","null","null","5091","420","null","null","0","null","234","null",
"0500000US48021","Bastrop County, Texas","56061","4127","null","null","4402","981","null","null","3877","924","null","null","525","644","null","null","7906","1470","null","null","6397","null","1063","null","1509","1368","null","null","3962","1223","null","null","3281","1106","null","null","681","553","null","null","5996","1265","null","null","4839","1214","null","null","1157","776","null","null","5947","1230","null","null","4501","1065","null","null","1446","992","null","null","7227","null","755","null","6310","740","null","null","917","617","null","null","8988","591","null","null","7430","836","null","null","1558","821","null","null","7780","844","null","null","7508","967","null","null","272","428","null","null","3853","272","null","null","3853","272","null","null","0","null","234","null",
"0500000US48027","Bell County, Texas","208805","5245","null","null","20273","1986","null","null","19348","2061","null","null","925","589","null","null","37874","2296","null","null","33544","null","2551","null","4330","1635","null","null","18482","1662","null","null","12511","1621","null","null","5971","1350","null","null","28567","1964","null","null","23083","1983","null","null","5484","1389","null","null","27266","1479","null","null","19902","2171","null","null","7364","2286","null","null","22799","null","1100","null","19258","1499","null","null","3541","1140","null","null","23103","870","null","null","20279","1033","null","null","2824","891","null","null","17897","402","null","null","17406","494","null","null","491","435","null","null","12544","453","null","null","12481","461","null","null","63","null","102","null",
"0500000US48029","Bexar County, Texas","1530699","15468","null","null","126173","4227","null","null","117951","5085","null","null","8222","2282","null","null","278950","6339","null","null","248903","null","8509","null","30047","5171","null","null","152698","4847","null","null","110244","5418","null","null","42454","4333","null","null","213350","5801","null","null","154011","8048","null","null","59339","7011","null","null","204021","4266","null","null","154064","6331","null","null","49957","4659","null","null","183867","null","2745","null","143474","4955","null","null","40393","4294","null","null","169171","2885","null","null","142837","3915","null","null","26334","3796","null","null","120369","2178","null","null","118172","2285","null","null","2197","1182","null","null","82100","1664","null","null","81758","1683","null","null","342","null","257","null",
"0500000US48037","Bowie County, Texas","61802","1327","null","null","4292","683","null","null","3880","601","null","null","412","579","null","null","10019","805","null","null","9649","null","1005","null","370","383","null","null","5272","699","null","null","3535","956","null","null","1737","889","null","null","6979","821","null","null","4465","915","null","null","2514","1115","null","null","7324","549","null","null","5098","1202","null","null","2226","1077","null","null","7592","null","565","null","6569","775","null","null","1023","572","null","null","8272","318","null","null","7023","686","null","null","1249","609","null","null","6692","296","null","null","6692","296","null","null","0","234","null","null","5360","352","null","null","5360","352","null","null","0","null","234","null",
"0500000US48039","Brazoria County, Texas","265403","4653","null","null","20466","1284","null","null","17373","1970","null","null","3093","1716","null","null","53745","1794","null","null","48794","null","2549","null","4951","1807","null","null","21302","1275","null","null","14797","1645","null","null","6505","1491","null","null","33012","1792","null","null","25373","2176","null","null","7639","1824","null","null","36676","1331","null","null","30118","2210","null","null","6558","1889","null","null","34363","null","591","null","28594","1881","null","null","5769","1831","null","null","31092","962","null","null","26363","1604","null","null","4729","1613","null","null","21248","974","null","null","21183","1018","null","null","65","102","null","null","13499","490","null","null","13468","500","null","null","31","null","52","null",
"0500000US48041","Brazos County, Texas","177474","2534","null","null","12125","984","null","null","11513","1154","null","null","612","453","null","null","27837","1360","null","null","24957","null","1669","null","2880","1398","null","null","46204","1358","null","null","40221","2196","null","null","5983","1847","null","null","22620","1203","null","null","18406","1487","null","null","4214","1189","null","null","19243","1120","null","null","15340","1561","null","null","3903","1422","null","null","15496","null","1019","null","12977","1137","null","null","2519","782","null","null","15711","265","null","null","12909","1441","null","null","2802","1440","null","null","10686","417","null","null","10601","455","null","null","85","152","null","null","7552","417","null","null","7417","461","null","null","135","null","171","null",
"0500000US48061","Cameron County, Texas","395116","5487","null","null","38290","1749","null","null","32638","2850","null","null","5652","2268","null","null","87272","3169","null","null","69988","null","4583","null","17284","3519","null","null","41068","1903","null","null","18155","2761","null","null","22913","2521","null","null","44782","1741","null","null","25204","2372","null","null","19578","2581","null","null","47382","1163","null","null","27172","2690","null","null","20210","2859","null","null","43769","null","1416","null","24558","2709","null","null","19211","2471","null","null","38873","758","null","null","24849","2121","null","null","14024","2086","null","null","30045","805","null","null","28730","1145","null","null","1315","783","null","null","23635","690","null","null","22706","1147","null","null","929","null","850","null",
"0500000US48085","Collin County, Texas","698977","5279","null","null","46703","2849","null","null","43444","3169","null","null","3259","1634","null","null","132916","2755","null","null","118802","null","3428","null","14114","3136","null","null","56857","2498","null","null","46921","2754","null","null","9936","2179","null","null","72656","2731","null","null","58053","3351","null","null","14603","2686","null","null","101038","1309","null","null","83787","3359","null","null","17251","3130","null","null","106766","null","1139","null","94664","2159","null","null","12102","2161","null","null","89491","721","null","null","80288","2080","null","null","9203","1872","null","null","56994","592","null","null","56185","660","null","null","809","511","null","null","35556","606","null","null","35293","749","null","null","263","null","432","null",
"0500000US48091","Comal County, Texas","142281","1801","null","null","9681","616","null","null","9331","626","null","null","350","325","null","null","23163","1175","null","null","20641","null","1773","null","2522","1356","null","null","11797","1601","null","null","9445","1836","null","null","2352","952","null","null","14816","2008","null","null","12101","2033","null","null","2715","934","null","null","17045","987","null","null","15040","1399","null","null","2005","818","null","null","18672","null","528","null","16564","1005","null","null","2108","1022","null","null","20487","559","null","null","18411","768","null","null","2076","738","null","null","16654","359","null","null","16612","365","null","null","42","66","null","null","9966","303","null","null","9966","303","null","null","0","null","234","null",
"0500000US48099","Coryell County, Texas","45713","2023","null","null","4398","313","null","null","4398","313","null","null","0","234","null","null","8737","489","null","null","8037","null","502","null","700","428","null","null","2907","1468","null","null","2304","1266","null","null","603","387","null","null","7303","937","null","null","5783","938","null","null","1520","679","null","null","5245","780","null","null","4106","684","null","null","1139","415","null","null","5867","null","689","null","4960","652","null","null","907","502","null","null","4499","357","null","null","3938","539","null","null","561","458","null","null","3750","188","null","null","3649","238","null","null","101","157","null","null","3007","419","null","null","3007","419","null","null","0","null","234","null",
"0500000US48113","Dallas County, Texas","1571080","17364","null","null","132233","4729","null","null","115502","4770","null","null","16731","3332","null","null","286437","7926","null","null","226823","null","9865","null","59614","6626","null","null","148259","4644","null","null","95358","4496","null","null","52901","4455","null","null","230488","3840","null","null","153225","5383","null","null","77263","5251","null","null","204915","4540","null","null","126672","5443","null","null","78243","5879","null","null","190859","null","3334","null","135337","4810","null","null","55522","4781","null","null","179161","2588","null","null","143348","3174","null","null","35813","3591","null","null","118793","1443","null","null","115040","1818","null","null","3753","1205","null","null","79935","1091","null","null","78793","1324","null","null","1142","null","702","null",
"0500000US48121","Denton County, Texas","653855","5941","null","null","46706","2109","null","null","42161","2913","null","null","4545","1916","null","null","115704","2987","null","null","103600","null","4179","null","12104","3185","null","null","57933","3000","null","null","46354","3320","null","null","11579","2723","null","null","82663","2553","null","null","67085","3502","null","null","15578","3060","null","null","93741","1872","null","null","77630","3339","null","null","16111","3558","null","null","96155","null","1098","null","85402","2214","null","null","10753","2111","null","null","81585","959","null","null","74956","1760","null","null","6629","1731","null","null","51192","586","null","null","51109","608","null","null","83","141","null","null","28176","633","null","null","28176","633","null","null","0","null","234","null",
"0500000US48135","Ector County, Texas","129662","6487","null","null","15055","2249","null","null","11593","2667","null","null","3462","1814","null","null","25454","2607","null","null","19136","null","2835","null","6318","2167","null","null","13006","1878","null","null","9429","1785","null","null","3577","1351","null","null","20513","2087","null","null","15949","2029","null","null","4564","1533","null","null","17378","1540","null","null","13000","2003","null","null","4378","1797","null","null","13245","null","1064","null","8835","1547","null","null","4410","1711","null","null","11324","1172","null","null","8687","1398","null","null","2637","1228","null","null","8502","985","null","null","8502","985","null","null","0","234","null","null","5185","796","null","null","5185","796","null","null","0","null","234","null",
"0500000US48139","Ellis County, Texas","149223","2754","null","null","11800","975","null","null","10225","1292","null","null","1575","922","null","null","29988","1669","null","null","25327","null","2297","null","4661","1791","null","null","12024","1221","null","null","8513","1258","null","null","3511","1217","null","null","18145","963","null","null","13153","1269","null","null","4992","1171","null","null","18675","827","null","null","14035","1723","null","null","4640","1716","null","null","18645","null","855","null","15292","1112","null","null","3353","1095","null","null","18904","438","null","null","15322","1538","null","null","3582","1500","null","null","12850","673","null","null","12824","676","null","null","26","48","null","null","8192","421","null","null","8142","435","null","null","50","null","87","null",
"0500000US48141","El Paso County, Texas","658928","14566","null","null","55266","3214","null","null","49830","3298","null","null","5436","1753","null","null","136638","4865","null","null","117241","null","5486","null","19397","3310","null","null","66929","3829","null","null","41177","3834","null","null","25752","3319","null","null","83659","3934","null","null","56812","3979","null","null","26847","3924","null","null","80312","3214","null","null","57631","4294","null","null","22681","3291","null","null","76696","null","2799","null","56584","3613","null","null","20112","3067","null","null","71103","2394","null","null","52846","2947","null","null","18257","2956","null","null","50418","1868","null","null","49375","1692","null","null","1043","728","null","null","37907","1608","null","null","37228","1615","null","null","679","null","535","null",
"0500000US48157","Fort Bend County, Texas","409977","9358","null","null","34159","2459","null","null","30388","2814","null","null","3771","1677","null","null","80858","4325","null","null","75794","null","4328","null","5064","2163","null","null","33513","3019","null","null","24995","3041","null","null","8518","2638","null","null","41895","2834","null","null","31001","3149","null","null","10894","3546","null","null","60760","2818","null","null","50745","2872","null","null","10015","2648","null","null","54804","null","2273","null","45629","2861","null","null","9175","2874","null","null","51957","1238","null","null","44570","2023","null","null","7387","1852","null","null","33199","1192","null","null","32337","1152","null","null","862","523","null","null","18832","816","null","null","18832","816","null","null","0","null","234","null",
"0500000US48167","Galveston County, Texas","268765","3030","null","null","20219","1265","null","null","17968","1725","null","null","2251","1178","null","null","46702","1454","null","null","40440","null","2290","null","6262","1767","null","null","21561","1668","null","null","17520","2073","null","null","4041","1207","null","null","31492","1522","null","null","21760","1675","null","null","9732","1738","null","null","35325","673","null","null","28349","2070","null","null","6976","1840","null","null","34693","null","680","null","27762","1764","null","null","6931","1699","null","null","37090","568","null","null","32230","1318","null","null","4860","1326","null","null","26011","282","null","null","25976","289","null","null","35","61","null","null","15672","411","null","null","15672","411","null","null","0","null","234","null",
"0500000US48181","Grayson County, Texas","117396","1567","null","null","8298","1009","null","null","6668","772","null","null","1630","1345","null","null","19515","1152","null","null","16753","null","1408","null","2762","1469","null","null","10515","898","null","null","7883","1083","null","null","2632","1072","null","null","11852","881","null","null","6575","1072","null","null","5277","1240","null","null","14793","923","null","null","9610","1283","null","null","5183","1453","null","null","13801","null","641","null","11073","1073","null","null","2728","991","null","null","16504","463","null","null","13854","979","null","null","2650","825","null","null","13081","416","null","null","13081","416","null","null","0","234","null","null","9037","342","null","null","8969","372","null","null","68","null","102","null",
"0500000US48183","Gregg County, Texas","89581","1801","null","null","8690","1001","null","null","7595","1293","null","null","1095","618","null","null","14823","957","null","null","11779","null","1331","null","3044","1310","null","null","7676","1003","null","null","5171","1174","null","null","2505","935","null","null","10714","846","null","null","6472","1304","null","null","4242","1157","null","null","11414","794","null","null","8198","1031","null","null","3216","1184","null","null","9946","null","896","null","7561","926","null","null","2385","889","null","null","11142","461","null","null","9327","637","null","null","1815","639","null","null","8712","445","null","null","8712","445","null","null","0","234","null","null","6464","694","null","null","6418","700","null","null","46","null","75","null",
"0500000US48187","Guadalupe County, Texas","135680","2626","null","null","10745","1110","null","null","8554","1663","null","null","2191","1658","null","null","24263","1320","null","null","22263","null","1596","null","2000","946","null","null","11583","1081","null","null","8830","1281","null","null","2753","1093","null","null","15776","1057","null","null","11926","1331","null","null","3850","1323","null","null","19496","667","null","null","16284","1371","null","null","3212","1235","null","null","16999","null","679","null","14764","1109","null","null","2235","952","null","null","15994","557","null","null","14369","803","null","null","1625","593","null","null","12272","285","null","null","12272","285","null","null","0","234","null","null","8552","205","null","null","8328","342","null","null","224","null","272","null",
"0500000US48201","Harris County, Texas","2882392","23587","null","null","250889","6844","null","null","222917","7560","null","null","27972","4297","null","null","549205","10899","null","null","453719","null","12115","null","95486","8206","null","null","264041","7627","null","null","172945","8472","null","null","91096","6108","null","null","396787","7925","null","null","266732","8577","null","null","130055","8244","null","null","404517","7200","null","null","273769","7914","null","null","130748","8397","null","null","354743","null","6128","null","256632","6913","null","null","98111","6321","null","null","320256","4684","null","null","263521","5540","null","null","56735","4442","null","null","210150","3234","null","null","201406","3857","null","null","8744","2650","null","null","131804","1598","null","null","128852","1935","null","null","2952","null","1595","null",
"0500000US48203","Harrison County, Texas","49371","1324","null","null","2840","457","null","null","2756","454","null","null","84","137","null","null","9875","984","null","null","9307","null","1054","null","568","512","null","null","3826","719","null","null","2794","793","null","null","1032","487","null","null","5550","741","null","null","3431","912","null","null","2119","898","null","null","6045","902","null","null","4048","1169","null","null","1997","1051","null","null","5941","null","498","null","4861","737","null","null","1080","539","null","null","6383","306","null","null","5292","665","null","null","1091","589","null","null","5301","353","null","null","5301","353","null","null","0","234","null","null","3610","290","null","null","3610","290","null","null","0","null","234","null",
"0500000US48209","Hays County, Texas","202961","2658","null","null","14827","898","null","null","13095","1110","null","null","1732","851","null","null","36437","1561","null","null","32147","null","2312","null","4290","1909","null","null","30755","2067","null","null","24716","2301","null","null","6039","2104","null","null","24006","1610","null","null","17627","1917","null","null","6379","1738","null","null","28383","602","null","null","23785","1663","null","null","4598","1526","null","null","23226","null","650","null","21051","1227","null","null","2175","1099","null","null","21431","404","null","null","19501","947","null","null","1930","975","null","null","15914","585","null","null","15776","734","null","null","138","228","null","null","7982","514","null","null","7982","514","null","null","0","null","234","null",
"0500000US48213","Henderson County, Texas","73634","887","null","null","4164","546","null","null","3383","589","null","null","781","639","null","null","12410","764","null","null","10730","null","1142","null","1680","851","null","null","5496","846","null","null","4132","687","null","null","1364","731","null","null","7071","851","null","null","3932","1283","null","null","3139","1329","null","null","7794","501","null","null","5034","1085","null","null","2760","995","null","null","8819","null","761","null","5889","790","null","null","2930","895","null","null","10980","481","null","null","8953","916","null","null","2027","835","null","null","9598","523","null","null","9425","584","null","null","173","194","null","null","7302","257","null","null","7302","257","null","null","0","null","234","null",
"0500000US48215","Hidalgo County, Texas","733788","12498","null","null","76471","3828","null","null","68118","4253","null","null","8353","2720","null","null","182113","5035","null","null","147760","null","5995","null","34353","5732","null","null","80677","4455","null","null","35045","3255","null","null","45632","4038","null","null","82929","3443","null","null","40831","4370","null","null","42098","4887","null","null","87584","3033","null","null","46121","4466","null","null","41463","4093","null","null","81429","null","2384","null","45718","3706","null","null","35711","3766","null","null","57610","2892","null","null","40421","3287","null","null","17189","2414","null","null","46706","1850","null","null","45192","1950","null","null","1514","784","null","null","38269","1315","null","null","36188","1661","null","null","2081","null","1366","null",
"0500000US48231","Hunt County, Texas","80081","2544","null","null","5683","650","null","null","5380","626","null","null","303","237","null","null","13770","1546","null","null","12228","null","1807","null","1542","887","null","null","7221","957","null","null","6190","1050","null","null","1031","475","null","null","8289","742","null","null","5651","897","null","null","2638","910","null","null","9164","875","null","null","7310","935","null","null","1854","769","null","null","10332","null","665","null","8343","665","null","null","1989","933","null","null","11602","366","null","null","9395","895","null","null","2207","939","null","null","8015","252","null","null","7925","291","null","null","90","145","null","null","6005","462","null","null","6005","462","null","null","0","null","234","null",
"0500000US48245","Jefferson County, Texas","141035","3485","null","null","11060","1337","null","null","9792","1476","null","null","1268","996","null","null","24220","1864","null","null","20245","null","1909","null","3975","1329","null","null","12937","1085","null","null","8350","1293","null","null","4587","1234","null","null","16100","1365","null","null","10827","1441","null","null","5273","1438","null","null","18252","661","null","null","11130","1232","null","null","7122","1118","null","null","16424","null","733","null","12990","1155","null","null","3434","1027","null","null","19944","675","null","null","15319","1587","null","null","4625","1519","null","null","11791","1081","null","null","11791","1081","null","null","0","234","null","null","10307","536","null","null","9836","540","null","null","471","null","346","null",
"0500000US48251","Johnson County, Texas","155782","2300","null","null","12322","1098","null","null","11252","1264","null","null","1070","620","null","null","29541","1122","null","null","24557","null","2315","null","4984","1925","null","null","11957","1117","null","null","9369","1204","null","null","2588","988","null","null","18750","980","null","null","12182","1526","null","null","6568","1464","null","null","19939","452","null","null","13532","2095","null","null","6407","1989","null","null","19969","null","487","null","16212","1408","null","null","3757","1235","null","null","20104","698","null","null","17418","1211","null","null","2686","968","null","null","13600","476","null","null","13520","502","null","null","80","133","null","null","9600","829","null","null","9600","829","null","null","0","null","234","null",
"0500000US48257","Kaufman County, Texas","107248","2105","null","null","9904","1129","null","null","9016","1099","null","null","888","510","null","null","21202","1430","null","null","18401","null","1939","null","2801","1724","null","null","8240","1226","null","null","7323","1251","null","null","917","461","null","null","12743","1085","null","null","10186","1230","null","null","2557","796","null","null","15363","392","null","null","12274","1175","null","null","3089","1090","null","null","13176","null","491","null","10949","1029","null","null","2227","1030","null","null","12026","458","null","null","10195","653","null","null","1831","661","null","null","9269","600","null","null","9269","600","null","null","0","234","null","null","5325","474","null","null","5253","473","null","null","72","null","130","null",
"0500000US48291","Liberty County, Texas","64724","2840","null","null","6329","588","null","null","4287","967","null","null","2042","949","null","null","13339","1573","null","null","12026","null","1552","null","1313","997","null","null","4306","967","null","null","2990","908","null","null","1316","677","null","null","7329","1068","null","null","4296","1044","null","null","3033","1321","null","null","6852","661","null","null","4847","710","null","null","2005","937","null","null","7692","null","1068","null","5672","1224","null","null","2020","1039","null","null","8647","759","null","null","7067","692","null","null","1580","764","null","null","5880","310","null","null","5880","310","null","null","0","234","null","null","4350","719","null","null","3954","570","null","null","396","null","577","null",
"0500000US48303","Lubbock County, Texas","248248","5019","null","null","18220","1121","null","null","16231","1653","null","null","1989","1204","null","null","45960","2429","null","null","41267","null","2767","null","4693","1502","null","null","38761","2047","null","null","31254","2363","null","null","7507","1710","null","null","32633","1657","null","null","25091","2110","null","null","7542","1600","null","null","28527","1627","null","null","22201","2044","null","null","6326","1771","null","null","24717","null","986","null","21097","1535","null","null","3620","1261","null","null","25652","778","null","null","22405","1226","null","null","3247","985","null","null","18998","673","null","null","18980","677","null","null","18","30","null","null","14780","479","null","null","14780","479","null","null","0","null","234","null",
"0500000US48309","McLennan County, Texas","201995","2018","null","null","15099","982","null","null","14360","1151","null","null","739","616","null","null","37101","1064","null","null","33664","null","1647","null","3437","1337","null","null","26813","1188","null","null","21781","1548","null","null","5032","1267","null","null","23527","960","null","null","18455","1430","null","null","5072","1321","null","null","23165","861","null","null","17899","1268","null","null","5266","1214","null","null","22217","null","299","null","17971","974","null","null","4246","958","null","null","22930","769","null","null","20766","986","null","null","2164","729","null","null","17748","423","null","null","17748","423","null","null","0","234","null","null","13395","632","null","null","13395","632","null","null","0","null","234","null",
"0500000US48329","Midland County, Texas","124234","6745","null","null","11421","1625","null","null","10031","1507","null","null","1390","1359","null","null","22928","3260","null","null","17563","null","2518","null","5365","3136","null","null","10743","1665","null","null","9081","1490","null","null","1662","902","null","null","18978","2312","null","null","16857","2432","null","null","2121","1079","null","null","18732","1849","null","null","15579","1738","null","null","3153","1945","null","null","11622","null","1554","null","9307","1976","null","null","2315","1156","null","null","14899","1056","null","null","14236","1117","null","null","663","498","null","null","8278","665","null","null","8241","670","null","null","37","69","null","null","6633","769","null","null","6633","769","null","null","0","null","234","null",
"0500000US48339","Montgomery County, Texas","523597","4776","null","null","40719","1767","null","null","38370","2154","null","null","2349","1277","null","null","100209","3303","null","null","89440","null","4794","null","10769","3868","null","null","42437","2353","null","null","34351","3175","null","null","8086","2177","null","null","59735","2422","null","null","44468","3669","null","null","15267","2929","null","null","70329","1534","null","null","52659","3789","null","null","17670","3839","null","null","69565","null","1248","null","58535","2814","null","null","11030","2731","null","null","67818","599","null","null","61276","1760","null","null","6542","1792","null","null","45191","1001","null","null","45174","1003","null","null","17","30","null","null","27594","492","null","null","27497","521","null","null","97","null","192","null",
